,name,version,level,Status,Reason,full_hash,hash,Num Successes,Num Fails,Alloc Time,yaml_file,dependencies
2jgjjuewo2qlohik4yxohx6mp3oitm6p,slepc,3.16.1,0,SUCCESS,Not Scheduled,2jgjjuewo2qlohik4yxohx6mp3oitm6p,5keruzf24a4lpybnmhzbooqtgol7toqx,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/slepc/specs/2jgjjuewo2qlohik4yxohx6mp3oitm6p.yaml,"['dq36qmssz6lha4tcn5djodwfpkugzvke', 'pv7rpa2sfoo7ykhblm76yn573gi36qe2', '3o76m4utiyrsvuxwx2ytcv7sd3g35si6']"
3x3s6n43spvso3a5ucdqwvjakkay4gkh,slepc,3.16.0,0,SUCCESS,Not Scheduled,3x3s6n43spvso3a5ucdqwvjakkay4gkh,fhmsdwnkzsdhomd37vibmmcc5aounjod,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/slepc/specs/3x3s6n43spvso3a5ucdqwvjakkay4gkh.yaml,"['rqs3swetgddmtorelb6jkpkgv4xenfyh', 'nrujwfkernrhnyjatkqj67u5xlpip6l7', '3o76m4utiyrsvuxwx2ytcv7sd3g35si6']"
4tqhnpcmcxr4exgngexzjzmcvxfrdsbl,slepc,3.15.1,0,SUCCESS,Not Scheduled,4tqhnpcmcxr4exgngexzjzmcvxfrdsbl,27drxh6222cxi4zn25em4v3cvpeln5ez,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/slepc/specs/4tqhnpcmcxr4exgngexzjzmcvxfrdsbl.yaml,"['dq36qmssz6lha4tcn5djodwfpkugzvke', '5m2wpy5wgzc5opnynqiavwtujbcujqil', '3o76m4utiyrsvuxwx2ytcv7sd3g35si6']"
6k6gurvy5yb7brhmcnxnujk25ci7c4wq,slepc,3.14.0,0,SUCCESS,Not Scheduled,6k6gurvy5yb7brhmcnxnujk25ci7c4wq,ziwj3rc6z3pnkjusmfmu23bbmgmyti2o,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/slepc/specs/6k6gurvy5yb7brhmcnxnujk25ci7c4wq.yaml,"['d3l2uegz6joowc52gamswok2g6l62udx', 'qqcaabidf22xuwajyuymsrfytaab4luf', '3o76m4utiyrsvuxwx2ytcv7sd3g35si6']"
6m3txg4qidrkygibp3lpk5kmtowh4i2j,slepc,3.16.0,0,SUCCESS,Not Scheduled,6m3txg4qidrkygibp3lpk5kmtowh4i2j,dvu7ponvejgmubphovluruj7yhpsihst,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/slepc/specs/6m3txg4qidrkygibp3lpk5kmtowh4i2j.yaml,"['ewtxhgo23qtbvwsr273bn5adfp6dqrao', 'nrujwfkernrhnyjatkqj67u5xlpip6l7', '3o76m4utiyrsvuxwx2ytcv7sd3g35si6']"
6u6sfilvswvmmiygkefsbbh4xnkghsmk,slepc,3.15.2,0,SUCCESS,Not Scheduled,6u6sfilvswvmmiygkefsbbh4xnkghsmk,vft3dn4apo6nndzr4x4k2zn2vwjq3u3c,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/slepc/specs/6u6sfilvswvmmiygkefsbbh4xnkghsmk.yaml,"['dq36qmssz6lha4tcn5djodwfpkugzvke', 'eldcdmdsvwoxn2qw2qmamtojlnz7tiv5', '3o76m4utiyrsvuxwx2ytcv7sd3g35si6']"
75ijekaxzypcajaux3awqfsmrcuabjp3,slepc,3.14.1,0,SUCCESS,Not Scheduled,75ijekaxzypcajaux3awqfsmrcuabjp3,j7ndp2sogf7mkoqjwliwr7lnamnvlzwv,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/slepc/specs/75ijekaxzypcajaux3awqfsmrcuabjp3.yaml,"['ewtxhgo23qtbvwsr273bn5adfp6dqrao', 'z57jkm7vpksae6bfrmxiczb2zspugnfg', '3o76m4utiyrsvuxwx2ytcv7sd3g35si6']"
bnsccjclpf5ksjrbc64mrjjsvlahjk3e,slepc,3.15.2,0,SUCCESS,Not Scheduled,bnsccjclpf5ksjrbc64mrjjsvlahjk3e,oscrz5lqiwme2ztyaqa3d2zlq2qplt5w,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/slepc/specs/bnsccjclpf5ksjrbc64mrjjsvlahjk3e.yaml,"['kheiqtcel2xikhnihv2ug5szosmmxllx', 'eldcdmdsvwoxn2qw2qmamtojlnz7tiv5', '3o76m4utiyrsvuxwx2ytcv7sd3g35si6']"
crkw3frkjc4pb7cb72vy6ry5fkisguod,slepc,3.13.1,0,SUCCESS,Not Scheduled,crkw3frkjc4pb7cb72vy6ry5fkisguod,qymsx6tgr3cvdmd4iyct33avd5twj62q,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/slepc/specs/crkw3frkjc4pb7cb72vy6ry5fkisguod.yaml,"['d3l2uegz6joowc52gamswok2g6l62udx', 'oxsjwzbgmyjlvrkfdzlm2uza23xmmwmi', '3o76m4utiyrsvuxwx2ytcv7sd3g35si6']"
dcke7em7koxhhzffdvqyxpmrblcoecco,slepc,3.15.0,0,SUCCESS,Not Scheduled,dcke7em7koxhhzffdvqyxpmrblcoecco,kiqx756oi7plb32rpchs2eahlnp3qkj7,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/slepc/specs/dcke7em7koxhhzffdvqyxpmrblcoecco.yaml,"['rqs3swetgddmtorelb6jkpkgv4xenfyh', 'eldcdmdsvwoxn2qw2qmamtojlnz7tiv5', '3o76m4utiyrsvuxwx2ytcv7sd3g35si6']"
dflvpsrvyll3ztnkea7wuqss3gypxceg,slepc,3.14.2,0,SUCCESS,Not Scheduled,dflvpsrvyll3ztnkea7wuqss3gypxceg,ujwroar5smjxzznhq2ul6fsomr76owrc,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/slepc/specs/dflvpsrvyll3ztnkea7wuqss3gypxceg.yaml,"['rqs3swetgddmtorelb6jkpkgv4xenfyh', 'qqcaabidf22xuwajyuymsrfytaab4luf', '3o76m4utiyrsvuxwx2ytcv7sd3g35si6']"
fglvnppqnfffhjobcsk7ar4xnlhsxnrv,slepc,3.15.0,0,SUCCESS,Not Scheduled,fglvnppqnfffhjobcsk7ar4xnlhsxnrv,slogvfhqlu3gwojsjss4wbkclrtqv43m,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/slepc/specs/fglvnppqnfffhjobcsk7ar4xnlhsxnrv.yaml,"['dq36qmssz6lha4tcn5djodwfpkugzvke', '5m2wpy5wgzc5opnynqiavwtujbcujqil', '3o76m4utiyrsvuxwx2ytcv7sd3g35si6']"
gxxl3du4hsbtsardp7zwdiycgcrawvgb,slepc,3.14.1,0,SUCCESS,Not Scheduled,gxxl3du4hsbtsardp7zwdiycgcrawvgb,dvew4fnneijoeejdp2pzjwzq75wlogxx,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/slepc/specs/gxxl3du4hsbtsardp7zwdiycgcrawvgb.yaml,"['dq36qmssz6lha4tcn5djodwfpkugzvke', 'yuoub5alplq6thn7iarjtd3aoni2kna3', '3o76m4utiyrsvuxwx2ytcv7sd3g35si6']"
h4pwqt6rrqkc4k7njcqbhnzkvygxb3bn,slepc,3.15.0,0,SUCCESS,Not Scheduled,h4pwqt6rrqkc4k7njcqbhnzkvygxb3bn,qkguqtyr4ymljvuwpm2ar2b2zrdhiytv,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/slepc/specs/h4pwqt6rrqkc4k7njcqbhnzkvygxb3bn.yaml,"['ewtxhgo23qtbvwsr273bn5adfp6dqrao', 'eldcdmdsvwoxn2qw2qmamtojlnz7tiv5', '3o76m4utiyrsvuxwx2ytcv7sd3g35si6']"
hkcy2u264qxetmiaruau3h4sz6zw3myg,slepc,3.13.1,0,SUCCESS,Not Scheduled,hkcy2u264qxetmiaruau3h4sz6zw3myg,4ulqs32zmrptc5qnfakw3ykeypmjldew,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/slepc/specs/hkcy2u264qxetmiaruau3h4sz6zw3myg.yaml,"['cm2zm343hen6nd4m2onvpbohseoid4tr', 'oxsjwzbgmyjlvrkfdzlm2uza23xmmwmi', '3o76m4utiyrsvuxwx2ytcv7sd3g35si6']"
iajv6agthaars4a2l7omaeh2cztno7qv,slepc,3.14.0,0,SUCCESS,Not Scheduled,iajv6agthaars4a2l7omaeh2cztno7qv,2h2tsplpfjalddfpyt2gehrnlnf3wnpd,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/slepc/specs/iajv6agthaars4a2l7omaeh2cztno7qv.yaml,"['dq36qmssz6lha4tcn5djodwfpkugzvke', 'fqwnexufz2a3yf36yei42moezgvqxffn', '3o76m4utiyrsvuxwx2ytcv7sd3g35si6']"
ji6m5iy6ys5lu26tcgqfuje5ppwdaapi,slepc,3.14.2,0,SUCCESS,Not Scheduled,ji6m5iy6ys5lu26tcgqfuje5ppwdaapi,ykka6jq2rayjg2it4vq33rhaksbsdfni,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/slepc/specs/ji6m5iy6ys5lu26tcgqfuje5ppwdaapi.yaml,"['rqs3swetgddmtorelb6jkpkgv4xenfyh', 'z57jkm7vpksae6bfrmxiczb2zspugnfg', '3o76m4utiyrsvuxwx2ytcv7sd3g35si6']"
jqs5kczk3vrg5mmt5tt5xtgxrwiihm7s,slepc,3.14.2,0,SUCCESS,Not Scheduled,jqs5kczk3vrg5mmt5tt5xtgxrwiihm7s,5rvrhvmqsz2bt4hqwxxtl2g4v3bsfpul,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/slepc/specs/jqs5kczk3vrg5mmt5tt5xtgxrwiihm7s.yaml,"['kheiqtcel2xikhnihv2ug5szosmmxllx', 'xhnmbdtdjmk7qm4lxkzibte3rysdzzne', '3o76m4utiyrsvuxwx2ytcv7sd3g35si6']"
k7f3ykxftgdmlgh2umtim3bnhcfcmf5z,slepc,3.15.2,0,SUCCESS,Not Scheduled,k7f3ykxftgdmlgh2umtim3bnhcfcmf5z,tprebdut5jotcqddyig4docmbw4z4tuf,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/slepc/specs/k7f3ykxftgdmlgh2umtim3bnhcfcmf5z.yaml,"['ewtxhgo23qtbvwsr273bn5adfp6dqrao', '5m2wpy5wgzc5opnynqiavwtujbcujqil', '3o76m4utiyrsvuxwx2ytcv7sd3g35si6']"
karyrp6zk4g5lut4mefjuoflpcluva2y,slepc,3.14.0,0,SUCCESS,Not Scheduled,karyrp6zk4g5lut4mefjuoflpcluva2y,bu4qj2q73vnjnexwe46n3vmgn3r5lvvf,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/slepc/specs/karyrp6zk4g5lut4mefjuoflpcluva2y.yaml,"['kheiqtcel2xikhnihv2ug5szosmmxllx', 'kksceahb6kbrc5f3qflni6uqhwggmm2d', '3o76m4utiyrsvuxwx2ytcv7sd3g35si6']"
l4pnm3amx4snhp6ahkbmtwveghymh7tn,slepc,3.14.2,0,SUCCESS,Not Scheduled,l4pnm3amx4snhp6ahkbmtwveghymh7tn,pml5ioqj3ikygwdpcmigodzbyig3lriq,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/slepc/specs/l4pnm3amx4snhp6ahkbmtwveghymh7tn.yaml,"['cm2zm343hen6nd4m2onvpbohseoid4tr', 'kksceahb6kbrc5f3qflni6uqhwggmm2d', '3o76m4utiyrsvuxwx2ytcv7sd3g35si6']"
muxo6mgabnm7zp6mafb2tpuscl2wrfv4,slepc,3.13.4,0,SUCCESS,Not Scheduled,muxo6mgabnm7zp6mafb2tpuscl2wrfv4,mki373r242t465yxiax6cbdpfysanwd7,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/slepc/specs/muxo6mgabnm7zp6mafb2tpuscl2wrfv4.yaml,"['rqs3swetgddmtorelb6jkpkgv4xenfyh', 'oxsjwzbgmyjlvrkfdzlm2uza23xmmwmi', '3o76m4utiyrsvuxwx2ytcv7sd3g35si6']"
n4fhozt32vcp377muxbiwjnfpe56c77g,slepc,3.14.0,0,SUCCESS,Not Scheduled,n4fhozt32vcp377muxbiwjnfpe56c77g,d4hqct5gbegvxt2tktllcu26fxelunfe,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/slepc/specs/n4fhozt32vcp377muxbiwjnfpe56c77g.yaml,"['dq36qmssz6lha4tcn5djodwfpkugzvke', 'yuoub5alplq6thn7iarjtd3aoni2kna3', '3o76m4utiyrsvuxwx2ytcv7sd3g35si6']"
nn5cdv7g7iabpzbousoj342d7pwjzwtt,slepc,3.14.2,0,SUCCESS,Not Scheduled,nn5cdv7g7iabpzbousoj342d7pwjzwtt,spnss5b6s7h2a5rtpanntv6e2s77tkwv,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/slepc/specs/nn5cdv7g7iabpzbousoj342d7pwjzwtt.yaml,"['kheiqtcel2xikhnihv2ug5szosmmxllx', 'qqcaabidf22xuwajyuymsrfytaab4luf', '3o76m4utiyrsvuxwx2ytcv7sd3g35si6']"
o7wf7evvex6aqgy46rglvbteb7lfuaji,slepc,3.13.1,0,SUCCESS,Not Scheduled,o7wf7evvex6aqgy46rglvbteb7lfuaji,gtzaxdanzviuy632vmbdehrzbr4vs5zc,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/slepc/specs/o7wf7evvex6aqgy46rglvbteb7lfuaji.yaml,"['ewtxhgo23qtbvwsr273bn5adfp6dqrao', 'oxsjwzbgmyjlvrkfdzlm2uza23xmmwmi', '3o76m4utiyrsvuxwx2ytcv7sd3g35si6']"
ql5m26bag3tnoufaldetaeiklmloywxq,slepc,3.16.1,0,SUCCESS,Not Scheduled,ql5m26bag3tnoufaldetaeiklmloywxq,2nhoiclrbvsubkd6jbqypj2elawax62t,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/slepc/specs/ql5m26bag3tnoufaldetaeiklmloywxq.yaml,"['d3l2uegz6joowc52gamswok2g6l62udx', 'pv7rpa2sfoo7ykhblm76yn573gi36qe2', '3o76m4utiyrsvuxwx2ytcv7sd3g35si6']"
qrjhrxdoq5xzxefrz3277t4plb2qqbmi,slepc,3.14.1,0,SUCCESS,Not Scheduled,qrjhrxdoq5xzxefrz3277t4plb2qqbmi,hlodcpap2u47knquaxrsinua7jsrb6yk,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/slepc/specs/qrjhrxdoq5xzxefrz3277t4plb2qqbmi.yaml,"['dq36qmssz6lha4tcn5djodwfpkugzvke', 'kksceahb6kbrc5f3qflni6uqhwggmm2d', '3o76m4utiyrsvuxwx2ytcv7sd3g35si6']"
rvkkg4gd2jgurzdnlpdvqls3v4hx3iwv,slepc,3.13.4,0,SUCCESS,Not Scheduled,rvkkg4gd2jgurzdnlpdvqls3v4hx3iwv,ovaus3rgdj4q4uqwftft3fhxa5h55kpx,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/slepc/specs/rvkkg4gd2jgurzdnlpdvqls3v4hx3iwv.yaml,"['7lt5ierstq2eihwqpn2pc2ixosjespsu', 'oxsjwzbgmyjlvrkfdzlm2uza23xmmwmi', '3o76m4utiyrsvuxwx2ytcv7sd3g35si6']"
tx7fhcf3fayixjja44sqtavvhykjolsv,slepc,3.14.2,0,SUCCESS,Not Scheduled,tx7fhcf3fayixjja44sqtavvhykjolsv,crckmv7tufwoorm6itvoewerqkggnsnr,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/slepc/specs/tx7fhcf3fayixjja44sqtavvhykjolsv.yaml,"['cm2zm343hen6nd4m2onvpbohseoid4tr', 'z57jkm7vpksae6bfrmxiczb2zspugnfg', '3o76m4utiyrsvuxwx2ytcv7sd3g35si6']"
