,name,version,level,Status,Reason,full_hash,hash,Num Successes,Num Fails,Alloc Time,yaml_file,dependencies
25uzqu5l564npoutfspm3gb36korw7gr,variorum,0.3.0,0,SUCCESS,Not Scheduled,25uzqu5l564npoutfspm3gb36korw7gr,up3nliy532rckm5jp4cgh4we57o3zjjf,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/variorum/specs/25uzqu5l564npoutfspm3gb36korw7gr.yaml,"['37j4ggfds732gt5lhnfrbd23jqustt7q', 'wrr5euhgb4s2z2asajcch7zq5vwu5mkw']"
2anstkgb7uo77dzhpoygsoq5a7pmgm6z,variorum,0.4.1,0,SUCCESS,Not Scheduled,2anstkgb7uo77dzhpoygsoq5a7pmgm6z,wdillioct4c35ryp4l5nd5fga5fu3tu7,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/variorum/specs/2anstkgb7uo77dzhpoygsoq5a7pmgm6z.yaml,"['z6wk4st2lbp7cjklrfnax3sffnk4xrn5', 'pftjrx3hkcqw2lf43sy4cfocq6w435nj']"
2eaubvwzjkqlvxomrkkx24crdi7qv4y2,variorum,0.4.1,0,SUCCESS,Not Scheduled,2eaubvwzjkqlvxomrkkx24crdi7qv4y2,n27vnyysazbiq2bweiaqutomj52llen4,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/variorum/specs/2eaubvwzjkqlvxomrkkx24crdi7qv4y2.yaml,"['zpwdny2qsjkfx4n74fguqj2se3jmctwv', 'u2y5jxzs7gi6ib7sztviqpf7ugtusij4']"
2siwor7rlpwxelscnwlxo4mvzpjihcc5,variorum,0.4.1,0,SUCCESS,Not Scheduled,2siwor7rlpwxelscnwlxo4mvzpjihcc5,rl4bjgpq3eom2n2p3fnofl4xzlfr46lq,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/variorum/specs/2siwor7rlpwxelscnwlxo4mvzpjihcc5.yaml,"['qxdw65ie53otlds6t654oldwotavvx7w', '4twmy4b7mde4bqc5b5vzgfrncmzeqcmy']"
2sxh6zv5ukirgsshvngjpskicuriutno,variorum,0.4.1,0,SUCCESS,Not Scheduled,2sxh6zv5ukirgsshvngjpskicuriutno,rl4bjgpq3eom2n2p3fnofl4xzlfr46lq,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/variorum/specs/2sxh6zv5ukirgsshvngjpskicuriutno.yaml,"['dlcoh6sne3jhcafr2gpz5t5etj5ilpko', '4twmy4b7mde4bqc5b5vzgfrncmzeqcmy']"
2v6ouokzmwyf3unrqivnfffcaf3y6psz,variorum,0.3.0,0,SUCCESS,Not Scheduled,2v6ouokzmwyf3unrqivnfffcaf3y6psz,4wppsegogu7cgugq2qqdg3mcl6hb37v2,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/variorum/specs/2v6ouokzmwyf3unrqivnfffcaf3y6psz.yaml,"['oyxo4cjuqp4agyztxxisuwva3l2rru4f', 'pftjrx3hkcqw2lf43sy4cfocq6w435nj']"
3bugutz4jux3cli2kfr2qtpxr5fwpwpe,variorum,0.4.1,0,SUCCESS,Not Scheduled,3bugutz4jux3cli2kfr2qtpxr5fwpwpe,rl4bjgpq3eom2n2p3fnofl4xzlfr46lq,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/variorum/specs/3bugutz4jux3cli2kfr2qtpxr5fwpwpe.yaml,"['cc2pjls542mbtszq2c3nsfsgbvpc5vly', '4twmy4b7mde4bqc5b5vzgfrncmzeqcmy']"
3dfjfmrftravdele2q2rpfkegveimcg7,variorum,0.4.0,0,SUCCESS,Not Scheduled,3dfjfmrftravdele2q2rpfkegveimcg7,ovwb6tasgtr6445hpc52bpu3vigvplqp,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/variorum/specs/3dfjfmrftravdele2q2rpfkegveimcg7.yaml,"['45fflyy6ygunm7fqno623tc322aaow4e', 'c46q6mxpn2ioh34an56cwrs6zyumzsrd']"
3esk544nefl6m6o5ye73oddmz27qlajk,variorum,0.4.1,0,SUCCESS,Not Scheduled,3esk544nefl6m6o5ye73oddmz27qlajk,ysbcbndh3yjfi4lekwzvzxcscat477rv,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/variorum/specs/3esk544nefl6m6o5ye73oddmz27qlajk.yaml,"['hu7pn5ii545o4yxbrfxi4agtjfwdb2ad', 'zziiwubce3tqwurvqez47gw6yukes6yq']"
3h5f5tgboeeyyu5hl3ssynxhlt7onx7d,variorum,0.1.0,0,SUCCESS,Not Scheduled,3h5f5tgboeeyyu5hl3ssynxhlt7onx7d,zghrp4cajglljkce45g4q2kysu6tuiux,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/variorum/specs/3h5f5tgboeeyyu5hl3ssynxhlt7onx7d.yaml,"['pernvbjtuazsz4ng7xahj4x3rz6kp622', '7jbbt3z6bjadiyxcs42fgqu3md5j5u7q']"
