,name,version,level,Status,Reason,full_hash,hash,Num Successes,Num Fails,Alloc Time,yaml_file,dependencies
24rzp3zy745j4vgm7dcv5yu52laotpgx,plasma,20.9.20,0,SUCCESS,Not Scheduled,24rzp3zy745j4vgm7dcv5yu52laotpgx,bpma4l4r26ezrxfwnfurd4rfixqcudql,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/plasma/specs/24rzp3zy745j4vgm7dcv5yu52laotpgx.yaml,"['3unaychwi57t4y7k6iytrw2ou6jtkamk', 'oymegvbkeubve4y2qwlvmdxfb4jrsjbt']"
2ef6dg4dnttvhbqwuke3qdsjb4ty742i,plasma,21.8.29,0,SUCCESS,Not Scheduled,2ef6dg4dnttvhbqwuke3qdsjb4ty742i,c7bafxeugrqkbri2p7nvnoj7sb3vd5z6,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/plasma/specs/2ef6dg4dnttvhbqwuke3qdsjb4ty742i.yaml,"['mb2haqjmjbmwwgik45gwfj2ghwi6ygto', '4vl3lfy7q3ccacbramfkhlnoso3zjez6']"
2jctcevef7lxdaslrce3kfbk423ylvrp,plasma,18.11.1,0,SUCCESS,Not Scheduled,2jctcevef7lxdaslrce3kfbk423ylvrp,y4ez2kjzb4o4sajlcu2jnbljkb5xzadv,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/plasma/specs/2jctcevef7lxdaslrce3kfbk423ylvrp.yaml,"['deaxaf6gwrzvydgbpzrir7j6tfzfn4ee', 'e4gzs3dduvc65i56avfdbyvn4hervnp6']"
2mz5a44fciop4mdga7mefk2aqmnvackq,plasma,17.1,0,SUCCESS,Not Scheduled,2mz5a44fciop4mdga7mefk2aqmnvackq,bdu2sdwj42e2kvym3lltyfot5ggodwrs,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/plasma/specs/2mz5a44fciop4mdga7mefk2aqmnvackq.yaml,"['mb2haqjmjbmwwgik45gwfj2ghwi6ygto', 'a64dsl63tlgf6oo64trc62s3bqdef3rz']"
2qcvlyvj4gxcdtruacf4d4qv5utfei72,plasma,21.8.29,0,SUCCESS,Not Scheduled,2qcvlyvj4gxcdtruacf4d4qv5utfei72,y7vr6f7oqzlkjqfveo7bniytzzxmn4or,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/plasma/specs/2qcvlyvj4gxcdtruacf4d4qv5utfei72.yaml,"['s7dakpotlx4eu4ctugpgnwnjg4nagq6w', 'f2l264vwrw6uo3cfva3fvligiighc7cd']"
2r2bi5dk733rb3bx6p7vv2jspzqt3qgz,plasma,17.1,0,SUCCESS,Not Scheduled,2r2bi5dk733rb3bx6p7vv2jspzqt3qgz,zfr6iximhbo4anod6dcthcuuoatl36os,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/plasma/specs/2r2bi5dk733rb3bx6p7vv2jspzqt3qgz.yaml,"['4xadmhufpbmiqtukns5746hf4omjctp2', '4vl3lfy7q3ccacbramfkhlnoso3zjez6']"
2ruxkgkis7ps72sjo5etfdqdt2zgfxjp,plasma,21.8.29,0,SUCCESS,Not Scheduled,2ruxkgkis7ps72sjo5etfdqdt2zgfxjp,k43tll7evgfgn3feiegws6t7jmx72jsp,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/plasma/specs/2ruxkgkis7ps72sjo5etfdqdt2zgfxjp.yaml,"['fcmgle4uau2xzbnilxj4pifskp4aadrz', '5ylf25d2nuxwkiqv3j3qvzhrnqpxgs3v']"
2sfx6ffazj6m427igga4rmlhlimpwnie,plasma,21.8.29,0,SUCCESS,Not Scheduled,2sfx6ffazj6m427igga4rmlhlimpwnie,u4jh5sfvet7vw245rfomiyjmraufgz52,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/plasma/specs/2sfx6ffazj6m427igga4rmlhlimpwnie.yaml,"['2ooattvyzef7jcufitfnwstlfoxav4xl', 'ts6limkslso6zu72naiaolcpob6qc6zm']"
2xeujpa3gwb3oibvldxxe5qijrh52yha,plasma,19.8.1,0,SUCCESS,Not Scheduled,2xeujpa3gwb3oibvldxxe5qijrh52yha,cts7xjse4jx2mfcpeqjtgocajkswkfa3,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/plasma/specs/2xeujpa3gwb3oibvldxxe5qijrh52yha.yaml,"['332tygc22qycht4oybbwqpo5pmvkpx7h', 'ntv6ad3f3cii5lhhbobjik4dw34tsi2y']"
2yf2lncovrwmymzuuqpjsuejaglbuatg,plasma,20.9.20,0,SUCCESS,Not Scheduled,2yf2lncovrwmymzuuqpjsuejaglbuatg,x3o7mk4t4fnfcj6zu2wh3d44hrke2qkf,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/plasma/specs/2yf2lncovrwmymzuuqpjsuejaglbuatg.yaml,"['6cltqahmkaktfw324ji2dazdmvzcl74f', 'a64dsl63tlgf6oo64trc62s3bqdef3rz']"
