,name,version,level,Status,Reason,full_hash,hash,Num Successes,Num Fails,Alloc Time,yaml_file,dependencies
3pk5vfihsylnpi2biekxc4gkmtuqzply,openmpi,2.1.6,0,SUCCESS,Not Scheduled,3pk5vfihsylnpi2biekxc4gkmtuqzply,dbldq3n3luvvpghyi6d2mydy7uwg3n3g,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/openmpi/specs/3pk5vfihsylnpi2biekxc4gkmtuqzply.yaml,"['okgbzcknclejwe7k66tqyml5e5lsmurc', 'hqkbajmyvp2vc3jc7fnfstsdyfgthikb', 't57224zj7nhsgnrfw3j3v6tbqb4xmrzm', 'xm63lcyah3jprfshwgo7aqraupgtw2cj', 'j4zf4brsiku6oryp5x3nn2z6lg2psz23', 'lx2o6qois7ilxmf3asv43h6r6jtai4uu', 'sl75ukltb4tn354n277dsptbg4zzsbab']"
77pijydjlbnfium5gi42uwigagbtceiq,openmpi,4.0.5,0,SUCCESS,Not Scheduled,77pijydjlbnfium5gi42uwigagbtceiq,h7fvjtuawvjj2jgwinpcll6g4jpps524,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/openmpi/specs/77pijydjlbnfium5gi42uwigagbtceiq.yaml,"['pftjrx3hkcqw2lf43sy4cfocq6w435nj', 'wwuvcw44yy3mbjr5c5s6p6fjnxuf2ndd', 'zomjzmxm246m3qk3qz3dhl2o4bgd5v5v', 'qni2o5dpeob5vypeaj4sqm4dvy5b2j5z', 'ckgajbqo3vvzzzss77nsrakjguguxlax', 'lx2o6qois7ilxmf3asv43h6r6jtai4uu', 'dtzzlwcy6jw7hjm7z2aip4eyed2rizzu']"
bzvkiraoqfpbmhjncrl56xmwoar4rwuc,openmpi,2.1.4,0,SUCCESS,Not Scheduled,bzvkiraoqfpbmhjncrl56xmwoar4rwuc,catwdul4roybj4zmf3enauweokgfpyi5,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/openmpi/specs/bzvkiraoqfpbmhjncrl56xmwoar4rwuc.yaml,"['khfqk4mrze3jywn3sd2tqqlek7n7veyc', 'ydykb2da7sqgw3vbsr6dipxuxfiexppq', 'wnetoe4jk7yuydfelaphf4qwu25kklbj', 'j4zf4brsiku6oryp5x3nn2z6lg2psz23', 'lx2o6qois7ilxmf3asv43h6r6jtai4uu', 'fngkmez74ffa7zepk6yjlcnaohdxn5ug']"
fdyy66ptzuo4zokir4ptsovge65hjgou,openmpi,3.1.4,0,SUCCESS,Not Scheduled,fdyy66ptzuo4zokir4ptsovge65hjgou,bzqp4os5vbtndrn4uc2kdbhpj63ienah,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/openmpi/specs/fdyy66ptzuo4zokir4ptsovge65hjgou.yaml,"['xdzyqtmlwftkvcs7wqqeaotvxmqm7wrv', 'jcd5o343gfrysja5vsfdvdvs2zfmbm4q', 'ydykb2da7sqgw3vbsr6dipxuxfiexppq', 'wanoy5o7jidjclflnub7z7ca54s52lw4', 'j4zf4brsiku6oryp5x3nn2z6lg2psz23', 'lx2o6qois7ilxmf3asv43h6r6jtai4uu', '63jcfh6ihralmncenttgj76soutygqg5', 'dtzzlwcy6jw7hjm7z2aip4eyed2rizzu']"
is757btggezlfqt3oeenu2d53uom75u7,openmpi,1.8.1,0,SUCCESS,Not Scheduled,is757btggezlfqt3oeenu2d53uom75u7,2cn5dzxoc53svuxjl4nfqb37htxsr4rx,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/openmpi/specs/is757btggezlfqt3oeenu2d53uom75u7.yaml,"['3ddvfiwnftyycjwg3n3vnj5y2pryxte4', 'ydykb2da7sqgw3vbsr6dipxuxfiexppq', '4hbfqnjv5ca23xljr7sfqubkwxwdshgd', 'j4zf4brsiku6oryp5x3nn2z6lg2psz23', 'lx2o6qois7ilxmf3asv43h6r6jtai4uu']"
kwxjnlse4cnok2fga7mzmk5mxt2ch3qc,openmpi,2.1.3,0,SUCCESS,Not Scheduled,kwxjnlse4cnok2fga7mzmk5mxt2ch3qc,lu5ky6qlwtb2m663rjpamyuelo54hzhi,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/openmpi/specs/kwxjnlse4cnok2fga7mzmk5mxt2ch3qc.yaml,"['ftumuuha4rz4bpbzs7gtezklhnj2nmyy', '7ygcdhrmnekpyyjsoevpyvyx5dzloj32', '62yft5iw2hdkrxo36dpeir347fwspjnf', 'j4zf4brsiku6oryp5x3nn2z6lg2psz23', 'lx2o6qois7ilxmf3asv43h6r6jtai4uu', 'ndfuyuhkengfx2rgf2qlozcqciqt4olz']"
luhazvdl763ktfac3zyppzav6rsars4o,openmpi,1.7.4,0,SUCCESS,Not Scheduled,luhazvdl763ktfac3zyppzav6rsars4o,imgamnuudf5rfz55cv2etsmedr3kz443,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/openmpi/specs/luhazvdl763ktfac3zyppzav6rsars4o.yaml,"['4uvkxi3sgzgcryjxoscyxmb2msnbla7d', 'ydykb2da7sqgw3vbsr6dipxuxfiexppq', 'wanoy5o7jidjclflnub7z7ca54s52lw4', 'j4zf4brsiku6oryp5x3nn2z6lg2psz23', 'lx2o6qois7ilxmf3asv43h6r6jtai4uu']"
nzuxpu4gcxwj26mgpgk4k64tno332jzt,openmpi,3.1.0,0,SUCCESS,Not Scheduled,nzuxpu4gcxwj26mgpgk4k64tno332jzt,avrng2u4oa7slrfc5ubwrspkqcreju6c,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/openmpi/specs/nzuxpu4gcxwj26mgpgk4k64tno332jzt.yaml,"['ftumuuha4rz4bpbzs7gtezklhnj2nmyy', 't57224zj7nhsgnrfw3j3v6tbqb4xmrzm', 'xm63lcyah3jprfshwgo7aqraupgtw2cj', 'j4zf4brsiku6oryp5x3nn2z6lg2psz23', 'lx2o6qois7ilxmf3asv43h6r6jtai4uu', 'ndfuyuhkengfx2rgf2qlozcqciqt4olz', 'dtzzlwcy6jw7hjm7z2aip4eyed2rizzu']"
twfe65ir37l2wglkyvseeszex7mstt4k,openmpi,4.0.2,0,SUCCESS,Not Scheduled,twfe65ir37l2wglkyvseeszex7mstt4k,6qucruanyjr5qgomclhgh6yql3taidxo,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/openmpi/specs/twfe65ir37l2wglkyvseeszex7mstt4k.yaml,"['c46q6mxpn2ioh34an56cwrs6zyumzsrd', '3dllozqgjxjbulrigqk2ndfy3gsrphip', 'zomjzmxm246m3qk3qz3dhl2o4bgd5v5v', 'na6julgow2krsdfzjyziaqanz5lgahc2', 'ckgajbqo3vvzzzss77nsrakjguguxlax', 'lx2o6qois7ilxmf3asv43h6r6jtai4uu', 'dtzzlwcy6jw7hjm7z2aip4eyed2rizzu']"
vl4mjwhtofwqim3qyeezm2auhknqlqgs,openmpi,2.0.2,0,SUCCESS,Not Scheduled,vl4mjwhtofwqim3qyeezm2auhknqlqgs,cile7dodqc5sbeeqsqf7rrogrdxpinwu,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/openmpi/specs/vl4mjwhtofwqim3qyeezm2auhknqlqgs.yaml,"['7qcr26mprjlnlttg7plp2yjl64bgyim3', 'jcd5o343gfrysja5vsfdvdvs2zfmbm4q', 'ydykb2da7sqgw3vbsr6dipxuxfiexppq', 'wnetoe4jk7yuydfelaphf4qwu25kklbj', 'j4zf4brsiku6oryp5x3nn2z6lg2psz23', 'lx2o6qois7ilxmf3asv43h6r6jtai4uu', 'dyu2ynewhjmn3rdbpqcafbpu3ekcpq2x']"
