,python-version,libfabric-version,openblas-version,phist-version,cmake-version,mpich-version
okg2syesapodj42acrqkc5ajedxtp57e,36.0,2.0,9.0,12.0,49.0,13.0
op7vfnlmf2t2crinacagk4k4wu4gij4f,6.0,2.0,2.0,13.0,17.0,4.0
opbwqq7b4jhghohpppse2vdbaivi6mzh,65.0,2.0,11.0,8.0,60.0,1.0
opgb7oi3wuhkgcawodjjxz4ggxe3m5ws,67.0,2.0,3.0,12.0,66.0,2.0
oqxkyhtvcnpw46w6hp2iuckbbxirdyqa,40.0,2.0,4.0,5.0,57.0,3.0
oruued4ivfpy5l65r6anx7t7oicw5id2,51.0,2.0,15.0,7.0,78.0,3.0
ot4u2bmhxpbbrfrefezybhdk66gifeqm,9.0,0.0,20.0,7.0,75.0,11.0
ow2inobjkprttf5lgrigitw4wf5kaak6,29.0,2.0,9.0,10.0,32.0,0.0
p4r5yxwhpfwqryf2fmhq3uhhwwhlfyx6,9.0,2.0,9.0,12.0,64.0,3.0
pa6rmazqr4o62s4mu2iu36yozmvl7gae,0.0,2.0,11.0,0.0,13.0,2.0
pac7djxfmcslp37bhb2u27b4boiyncpi,25.0,1.0,0.0,13.0,58.0,6.0
pai3yaqfyl5ebn73xcne6xivyxhiqdqa,33.0,2.0,2.0,0.0,45.0,4.0
pbs7iao7nehkvpzwyk2twxg63hhb5svi,51.0,0.0,4.0,13.0,40.0,7.0
pcrtrtm3e4q65lhqg7hz6tob7m6asbah,53.0,2.0,8.0,8.0,36.0,0.0
pcuktwnogdnb54mofebebavuxzjn63e4,3.0,2.0,7.0,2.0,55.0,1.0
pdagbmy2yioddm3kw26s76shs2ezyasq,14.0,2.0,5.0,11.0,48.0,13.0
pgykkvxp4kcyhdx6p4cbotdqvd66qeto,26.0,2.0,5.0,10.0,70.0,0.0
ph3r53vkhwiopthb52sfsx2hyh6v3ylg,67.0,0.0,10.0,7.0,43.0,11.0
pi2fqfaltqzewaeqqrzq7x7itd4wzhuy,61.0,0.0,0.0,9.0,48.0,8.0
pinzg4bjb6hlrlr7ehywklx4c6rhgcmc,23.0,1.0,15.0,12.0,50.0,5.0
pj6hdyedxn7xyduuatmg6jd2fu3e5jd2,9.0,0.0,3.0,11.0,69.0,9.0
pjtj2vuzbjrkqndp2sfa5o2a67ow2m73,44.0,0.0,7.0,9.0,75.0,8.0
pkntbfapu3zk5zsjkeburkfcy7trlzhp,30.0,1.0,1.0,8.0,31.0,6.0
plsqkjfuxjkxpybc7gspi2iwfzt6d2sh,16.0,2.0,10.0,12.0,26.0,2.0
pmknhgi66pjer4f4yfol6hsavb3vu3ll,24.0,0.0,14.0,8.0,7.0,8.0
pqdgpvhmg4drsx6ynjmhccpbjstjujnv,54.0,2.0,16.0,5.0,17.0,3.0
pr2chpthxt5yze3b66vc47m7wx76jhj6,19.0,0.0,17.0,9.0,20.0,8.0
pr5fy22cg57cf4es6t335f7c4hosgwah,34.0,2.0,10.0,6.0,8.0,1.0
q6h3wcudgdjqr2mz7fekukan3yhu2haj,4.0,0.0,1.0,5.0,19.0,11.0
q7acjnesaq3hbg6y44hwvxykd5ma5egz,23.0,1.0,18.0,6.0,25.0,5.0
qb4xycob3g3wxngvuoxdougalpl7lnfx,52.0,0.0,7.0,2.0,37.0,11.0
qeevpinkugldxhsxr3bickx2ihizvdlw,50.0,2.0,1.0,11.0,3.0,1.0
qfg7gitseuuj3jx6mtbkd2owxyt4mhkk,25.0,2.0,7.0,13.0,27.0,4.0
qgrifyo5hmfylquzda7xektsexnavn4w,19.0,2.0,16.0,3.0,26.0,0.0
qgtk4rncojmxdef3fpf5fyj47wbbqwdx,18.0,0.0,3.0,0.0,69.0,9.0
qispzauswq7hr2w4kedmdghpt7e45flb,60.0,2.0,11.0,11.0,43.0,13.0
qk4uuka4nsref2re5z5yhz774bo3bhnt,42.0,0.0,4.0,2.0,40.0,9.0
qt4opmdyo6qdntzmffww6zq2ve4o7fx5,22.0,2.0,10.0,13.0,72.0,3.0
qucnwtpxwpmxwuc27y37nt5fh6wzdkkw,11.0,1.0,5.0,8.0,74.0,6.0
qxnd43bnavgv3meku2t7l7242u4nehs5,47.0,2.0,13.0,1.0,43.0,3.0
qyqawq7m3bu7vcikqmzrvjqne4l7njcy,21.0,0.0,20.0,1.0,66.0,11.0
qzdmwvkqgpna7wkxa42dtl67gloq5tyo,9.0,0.0,11.0,13.0,4.0,10.0
r3hcrdptl5f3e6bdggwlvay57y3mctfr,12.0,0.0,21.0,3.0,33.0,10.0
r4sgh6pn3tfyxq3aooo7kk4no5ptbopk,12.0,1.0,1.0,9.0,65.0,6.0
r6dj4es6cejins5fecto4lqhth6k2qku,14.0,0.0,10.0,6.0,39.0,9.0
r6nksenzuzc47fpxnpiedvs76lxlhr67,11.0,2.0,14.0,2.0,63.0,1.0
r75hdr3pklwd7hdweebsqi7d7rzg6huw,20.0,2.0,19.0,13.0,12.0,4.0
rcgslrwqcisbsidxcu37hre5xuawujb3,29.0,2.0,21.0,7.0,3.0,1.0
rhxmoprrcytn74kmmo3pv7uz3455mcny,38.0,1.0,11.0,13.0,56.0,5.0
rhym3ahh5kz3xbyhsi7z6xf7n6d6gznw,14.0,0.0,8.0,0.0,80.0,11.0
ri3lko6blh33wb3wdzhe7znikpvtwvbk,21.0,2.0,21.0,4.0,59.0,13.0
rjxe6qma3ywtc76je7uaw4lmn5c3bdxk,44.0,1.0,5.0,6.0,62.0,5.0
rk4hn7m4rv5i635f4dtvbwb45r5cdixv,24.0,2.0,5.0,11.0,83.0,2.0
rmjwifwmuzgdefdxfk4mpy5mdscwddjf,17.0,2.0,15.0,11.0,21.0,2.0
rmreezccl7uznazmbllisytqxajvhug3,34.0,0.0,13.0,4.0,70.0,8.0
rtp72thobhdampgz35hhhoxdhdspwoi5,36.0,0.0,19.0,10.0,26.0,8.0
rycrsl43s3qzwt5d7eiw2mngnjb2r6in,45.0,0.0,6.0,4.0,13.0,9.0
rzw76ib7kwffefkahe436nlykwmerw6b,58.0,0.0,18.0,1.0,53.0,8.0
s65wrhzc5ayrod3wnpru2rwh37chrwif,64.0,0.0,20.0,8.0,33.0,12.0
sccm3q4oll7vxabzlq3zjms4zrsswesi,37.0,2.0,2.0,1.0,16.0,4.0
sipaxjj6it5cjrl52mq2x2qvptkznmio,25.0,0.0,6.0,8.0,13.0,11.0
sja2m5ms66h3gukldnnn3yfp2c36lnt5,25.0,2.0,3.0,2.0,18.0,1.0
snq2pu4ae75xtwva4tllpn4mf2lithh4,34.0,2.0,13.0,2.0,15.0,2.0
snzhso2lxbcosbysd4rab7jfdrsxthgy,10.0,0.0,18.0,4.0,8.0,7.0
sqtvdrtw2vsljdsb6hy2iathbr42npub,65.0,1.0,19.0,8.0,59.0,5.0
sv5zh5nke4zgdjrpopp3cib6cqyriggm,52.0,0.0,18.0,13.0,72.0,12.0
swknyleomjsguvnbnbu5e4mjhmgsxfs5,11.0,0.0,7.0,13.0,19.0,7.0
syqhply3twfcqtryx7un4r3ntmus5use,59.0,0.0,2.0,10.0,47.0,11.0
szvkybqkx3jj6q464kx5q2ooyxa5dvnu,29.0,0.0,5.0,11.0,10.0,10.0
t4fxbb3ykuouih4fzssa7cjybt3pm6os,42.0,0.0,5.0,1.0,72.0,7.0
t4v66ruwpreysxcxjmym7y6hyaqtueeo,18.0,2.0,1.0,12.0,16.0,1.0
t5xb5xoltal3sr6newrh7hrvr6q62mcf,62.0,0.0,3.0,7.0,7.0,12.0
t6afkydxkicjvbxkwgivu5pfvx2m7gmj,64.0,2.0,21.0,13.0,81.0,0.0
t7m4gpu5sogy54ikpd4th7wdd6elpwuj,17.0,0.0,17.0,12.0,84.0,12.0
taiyfvajzhkasc7zj7cbxtbxxdm6tnyq,57.0,0.0,3.0,5.0,53.0,8.0
tcg5hloahngp4nonzjsmotaan7pqqinr,18.0,0.0,10.0,6.0,48.0,8.0
tfoiqpmqv7fk24htyomjlepm67iosex5,56.0,2.0,5.0,12.0,54.0,0.0
thpcomzf63ocqlat462xdqv2ppudv5xd,65.0,2.0,15.0,0.0,21.0,2.0
tm7hhtds4h4ixmqamag7g66wlttm6azf,39.0,1.0,20.0,3.0,16.0,5.0
toyocqcmvit7w36wp3q7s4ust74yndam,56.0,0.0,15.0,8.0,79.0,7.0
tphptu5lrngdv4g2epjophe4xfwzz7q3,7.0,2.0,4.0,5.0,1.0,3.0
tq5rxsqtzs7k5sc4xrbowdufftcdmbj5,67.0,0.0,4.0,7.0,21.0,11.0
tqpeho6fzqxpk3oeh5cot7lubtdxwiho,61.0,2.0,16.0,13.0,62.0,1.0
tucfzdjkuj5kemllwjxaenikoacfjbev,51.0,1.0,10.0,8.0,39.0,6.0
u4bvp2owwugd74n74nnu5uvzoov5vkt6,68.0,2.0,4.0,4.0,26.0,0.0
ucnncakhi3uzudjfhw3fjyyqhcipjn7h,29.0,0.0,3.0,2.0,76.0,10.0
udkdfjci6n4a6ss7jxq7gbso23oakpfj,28.0,1.0,14.0,10.0,78.0,5.0
ufcrq6senx6olawwjkybnmcvee2t4ysd,27.0,2.0,9.0,3.0,61.0,3.0
uiahwmpq4zl4s4dsznjizzxflbm6q3es,14.0,2.0,7.0,8.0,1.0,1.0
ujputgs22hovq2lx5q5lch5thaqruein,37.0,2.0,16.0,3.0,84.0,2.0
ulqtr6opjq6xnd66qqfqka5ej3ltjmca,22.0,0.0,16.0,1.0,10.0,9.0
uslailj43m54rhqxqql3bjyauqr6rx4f,23.0,2.0,15.0,8.0,16.0,4.0
utnotn6svkunjbbxsdwlyhxr3md2xush,56.0,0.0,8.0,10.0,35.0,10.0
uyyf7q75grnir3rlpr53uvhap62cvdfj,44.0,0.0,12.0,10.0,71.0,12.0
uzzpt6fc6mtceft3cn5yuzrmgarmpx7n,12.0,0.0,8.0,10.0,36.0,9.0
vabgjpexp4jzt3hxz5wjyxnkvjm2bdev,21.0,0.0,19.0,9.0,44.0,9.0
vdcbtocnak4kyr6g37j272g2ltecyzuh,35.0,0.0,17.0,9.0,0.0,10.0
vfdp752p45mg2qv5ojbb24psxj4uhscr,28.0,1.0,19.0,8.0,8.0,6.0
vgcw7m3cx67hgggnzotxpgt37vcj423e,4.0,2.0,9.0,0.0,22.0,0.0
vhazij4kyqierxpiaub3nfx447qw5cu6,10.0,1.0,17.0,13.0,72.0,5.0
vjux7qvxgmkzz5ua4vvfrwucnoltzuso,57.0,2.0,9.0,12.0,16.0,0.0
vkmggxguc54p2k4zievo2gqzwjbyuak2,20.0,1.0,1.0,8.0,59.0,6.0
vljlugg7fhab3ci64c4r2lqiespw65xm,15.0,1.0,3.0,9.0,84.0,6.0
vlmuuo64xxab22umykcv3qhe7evxrcfj,4.0,0.0,0.0,10.0,6.0,11.0
vlyjdrih7db3kxklk624inlzptbbq52n,56.0,2.0,16.0,4.0,3.0,4.0
vnhiw3znwhhugfb3esl2p42wejusdhmv,15.0,0.0,9.0,8.0,4.0,9.0
vopeta3t53pfyy6xs4t6xzckrammj5wn,52.0,0.0,21.0,3.0,50.0,12.0
vpdxu2agb64sk4nnpt2wsyygdp4huvx2,14.0,0.0,7.0,10.0,7.0,9.0
vpinkp76jybygtbgutcxigemsg4fpsvy,34.0,2.0,3.0,9.0,7.0,3.0
vrkdmfihdj2umgx5zxeie76a773kj5nc,64.0,1.0,4.0,4.0,3.0,6.0
vrptbfupr5oqypa5ntn4pweym6qheap7,37.0,0.0,21.0,6.0,3.0,12.0
vse5gmxnudhnmwi43ilizegcbboz5e6t,43.0,2.0,13.0,12.0,84.0,4.0
w4dsatutfqde4dttgodyc3hxibc2e25f,29.0,0.0,16.0,0.0,73.0,12.0
w5ecaeq2mtuyfyjkfkfuaspfh75u7an3,49.0,1.0,18.0,4.0,4.0,5.0
w6kkqeh5aqa2pj7vgid7loxgtkmcjodv,26.0,1.0,19.0,5.0,81.0,6.0
weveptcrvgqqjrxk2vvkizmcjua7et4v,39.0,0.0,11.0,13.0,83.0,9.0
wf5toprrqa7zxqlf3cltixctznvjvrzy,47.0,2.0,12.0,10.0,15.0,3.0
wf7otpsos55bj2ps44xpnpu2knwoijkw,57.0,2.0,1.0,5.0,78.0,3.0
wg7criuutkwmmyf2oyi2crtgy45rvsqx,36.0,2.0,14.0,6.0,35.0,1.0
wkut4awhhglv65uwwhop7mcrf7trorhp,68.0,2.0,17.0,5.0,24.0,3.0
wl6xp72m34j4j66jox4ovkrrxl4fg2xf,20.0,2.0,2.0,7.0,28.0,1.0
wl7aeiydb4v7j6thz5fayojjevqiezmi,29.0,0.0,20.0,2.0,50.0,10.0
wm4sxa6o4aghy3syu2kahr5d3hv2jx6i,22.0,0.0,10.0,9.0,71.0,9.0
wm7zpjtkkfheusgd5pwlnlxeifejovgb,48.0,0.0,17.0,1.0,9.0,9.0
wp3alpjdxvqi26rfpldrmzxf5uuiwrkg,38.0,2.0,5.0,13.0,75.0,13.0
wq4cy2fkljly3ausvtdmq5ejbq2to6pa,36.0,2.0,4.0,0.0,27.0,3.0
wslo764vs3jssftbtmxkk6lnp2szv7pd,39.0,0.0,11.0,1.0,26.0,7.0
wsojvzlkgsumjhiuhdg52ieiexii7zoj,14.0,2.0,14.0,3.0,41.0,2.0
wsqjxrbhrpb5uesnn2ojiv7za32lmwsy,32.0,2.0,6.0,3.0,82.0,1.0
wtq4d63ky6nw4lkc5sabpxqvmzjxtxre,55.0,0.0,8.0,4.0,7.0,10.0
wvs3i7ennaeqpnihvvwdgfvustaw6max,58.0,2.0,6.0,4.0,2.0,13.0
ww5pnsymccbr77vqd2ysjf7yslceixw7,65.0,0.0,4.0,4.0,26.0,8.0
x26uj3wtpotcy32xzv6vcwsambhmqatn,10.0,0.0,17.0,10.0,11.0,8.0
x44vde5wir4g7napewmxwjffuymyogak,22.0,2.0,15.0,4.0,16.0,0.0
x5rimliilpojz6hoxzely3r6a2fizh4z,20.0,1.0,4.0,6.0,65.0,6.0
x6vqogtxdwxmbyvtxrjaa7axnnewbgix,44.0,2.0,7.0,8.0,17.0,3.0
x7fglfcniubzcrz3cxrg4fblni2zki35,6.0,2.0,14.0,2.0,81.0,2.0
xa6b54cm3zcp3fxs6m74ohryeh3rajgv,68.0,2.0,12.0,11.0,17.0,13.0
xakwib2g4ssz75k47dcz23hrx5fc3wsb,17.0,1.0,12.0,13.0,35.0,5.0
xbayzof5johbxosg52qxaylwy2rup5se,18.0,0.0,7.0,5.0,10.0,12.0
xddbyqg5bt5fg5kry6ffvq2sqsi2onur,45.0,0.0,11.0,12.0,30.0,12.0
xeoelulpc5gds7s73jremkkv46uslx2l,56.0,2.0,10.0,9.0,20.0,13.0
xfjccjeoanqfr7ve2dnse2g3qjgkcipc,33.0,0.0,14.0,6.0,14.0,9.0
xgv4xccfgu7y3lt54hh3syjek3xwd3xo,27.0,1.0,4.0,6.0,63.0,5.0
xpespmswxqfmffqomhh3g5gaaiwcl7sw,40.0,0.0,3.0,7.0,49.0,14.0
xrldoflhzetologphvuseqdpovoj3kz5,16.0,2.0,19.0,4.0,19.0,0.0
xsele7w6urlae7wqhdx3e6xlafut2ubj,34.0,1.0,15.0,9.0,67.0,5.0
xsgedfm7v2xlq5pvoy76zgjjgjtoacda,48.0,2.0,3.0,4.0,62.0,13.0
xsutn2iid2g7xmpssnmwppiszdtpnusy,68.0,2.0,14.0,13.0,76.0,13.0
y5hu5woyqqqketjfkq3bz3quip66xzic,16.0,0.0,14.0,5.0,72.0,12.0
y6uv2myuflb2bzqdpxnbov43cwoghkjf,49.0,2.0,14.0,4.0,36.0,4.0
y7mn5jjk5thgbigskwyfukqtx7wb7ato,16.0,0.0,15.0,13.0,53.0,8.0
ya62rspb3fks6apoocn4huemtbxjbymm,33.0,0.0,3.0,12.0,57.0,11.0
ye7qefonpwhsltpmuf72562diepxvmq7,51.0,2.0,19.0,12.0,81.0,1.0
yev4d7ezt7eosq7jmp7ndpkmtyi4zc7w,37.0,2.0,19.0,8.0,43.0,2.0
ygnvi7emxeaxjnt6ovgtcfdd7lzcimdn,65.0,2.0,9.0,12.0,4.0,1.0
yhbrlkn2p7l7cbgxd45axbhgn7zrwyv6,44.0,2.0,6.0,8.0,32.0,13.0
yjuh654cl63fqai25lwbzqdh46rgfovt,15.0,1.0,17.0,12.0,24.0,6.0
ymb6767ftrhuujvyzcc65yeh3v4vqzll,68.0,0.0,18.0,11.0,27.0,10.0
yqpqjjnvarwpvusg5bpdoqhqnl36csox,52.0,0.0,0.0,6.0,77.0,11.0
ywwsqnx3oqxhkegkb6tms33tjxkyjul5,23.0,0.0,15.0,9.0,79.0,10.0
zakfk3232jjp2drmdr5unx22sovovlap,59.0,0.0,10.0,13.0,30.0,10.0
zens3ugfeyhp3bxebuxif4dvsvwtvd7q,24.0,2.0,19.0,13.0,39.0,2.0
zilhs5lgfzitaun2kafvd4ihx2tf6jen,17.0,2.0,21.0,10.0,74.0,4.0
zlto2g3uldpqlenjasv3j4iayqbhytxh,13.0,2.0,12.0,10.0,79.0,13.0
zplzackinto4j4rvxhditcbtgcmq5hfs,40.0,2.0,3.0,12.0,7.0,2.0
2ah5jnllbgh34axtqcxaqom443rgdfmr,9.0,2.0,10.0,6.0,43.0,1.0
2b4dyf4pxj5dgp6nqvoztdfhtpgf5knq,0.0,0.0,12.0,9.0,47.0,10.0
2fqivogtlabnhjjget4u34ok74xfb5gm,14.0,0.0,9.0,15.0,79.0,14.0
2kk2ul5k23tnfkyps3drcvuunnhtdo5b,63.0,2.0,13.0,15.0,44.0,2.0
2lat2xl4lxui4m2aqekazavnelzofj75,55.0,0.0,12.0,16.0,8.0,7.0
2lpltdpyniwjllg565w3foiqxho3jjb6,29.0,0.0,5.0,14.0,71.0,11.0
36baayw7xzk3gfcfb3ovp4ue27zpw4ho,36.0,2.0,11.0,15.0,55.0,0.0
3dmobe64kwyyfiuw4afaeuhnijyylide,53.0,0.0,2.0,3.0,71.0,9.0
3mbnrfmeq6y4rtigvovl4cvgs5d4vkgu,47.0,1.0,4.0,15.0,28.0,6.0
3qjkbdko6kf3ccpq7byacnsobskzxryt,5.0,1.0,20.0,11.0,50.0,5.0
3sl5hy2pmqwrc7baeadeeoyxpnz5xjiv,8.0,2.0,18.0,5.0,82.0,2.0
3x7d4o5n7yqwq2q7uyg7o3suwzrq6urx,49.0,2.0,2.0,14.0,65.0,4.0
4dzylmfd33bbwkad6rciwletml4zmxy6,4.0,2.0,19.0,5.0,38.0,4.0
4qmjzupvc4rfieignzzxryl5cqy7bjh3,41.0,2.0,0.0,6.0,19.0,3.0
4t6tg5bgnoxgqufzmh6v5tfc5rom7wl3,0.0,0.0,5.0,7.0,68.0,7.0
56hbbqymvyjof6cpef57r67efu5xgk3z,51.0,2.0,12.0,15.0,49.0,4.0
5gzsdswulquntr6qcbvuyvjbc6vis6kw,3.0,0.0,20.0,5.0,60.0,9.0
5xnq5ncpqe37fjqbt7qn7f34vowowk3n,8.0,0.0,2.0,5.0,26.0,8.0
6hiz3pu6lpxvnsryfqkfnw3rdeqlw5lf,34.0,0.0,17.0,16.0,29.0,9.0
72do2tuomr3svkjcis5inpgxy6eswv67,17.0,0.0,11.0,13.0,80.0,9.0
7apel55wzhvgb5d5t54b3p54j4qqw2np,8.0,2.0,17.0,15.0,42.0,4.0
7ddjpqoa53tukqmjflwqxmgupnyswwco,4.0,0.0,8.0,13.0,68.0,10.0
7ix6jhjmfhv6nz4k4mkshgxdkosjdkni,35.0,0.0,11.0,14.0,42.0,10.0
7os6vml7rcddgyluwibug46fzrgdegxs,56.0,0.0,17.0,16.0,28.0,11.0
azomftthpwdlykplntm5qpfqyrwkj3lg,19.0,2.0,12.0,16.0,50.0,1.0
bfjzmrjabxnncsqlclxkl6kpftcnlczd,30.0,2.0,10.0,14.0,25.0,2.0
bgawvoqku2lrpn6dvwumf4xppcj6gtdj,56.0,0.0,1.0,16.0,52.0,11.0
buflblomrjwgeuvawlbjmyzi7wttfcaf,15.0,2.0,2.0,16.0,69.0,1.0
c2s47aypfxsfped7jtxqalnvtbfkq5hb,28.0,0.0,17.0,16.0,18.0,8.0
csqzwtwksph5grwewokbmrntjqcunngk,40.0,2.0,7.0,16.0,5.0,1.0
cw473cvcckext6vmoxnywp6yhxk7bnml,6.0,0.0,4.0,13.0,27.0,11.0
dcdipbhuad4ucwctknf2vj34hnc6cg2p,19.0,0.0,19.0,15.0,57.0,11.0
ddulhjwriemtx5fxtknpveziv7ytlz2k,61.0,0.0,13.0,15.0,39.0,11.0
dm6aj6tmihwqax7yrco5lh3ja7nseqdf,6.0,1.0,21.0,8.0,29.0,6.0
dq3xvbvzdg2uwnovmtub6a4wbdkg3ixu,47.0,0.0,10.0,16.0,60.0,12.0
dssnqlnjiiz42vhfvlkhwckyumxyyvjx,19.0,1.0,19.0,16.0,73.0,5.0
e3pfwkpc22nbai3lignxrzcvopygezzu,28.0,1.0,6.0,16.0,0.0,6.0
e5xrp2lnjb3tco2ixmjpldhrda3za6sl,11.0,0.0,20.0,16.0,18.0,14.0
ebexgwkfh7lhvthksaf64b5iaq5fh7se,63.0,0.0,16.0,14.0,22.0,10.0
ei72n5kfvwpv6xtqgqy6n2msjjplpwx6,3.0,2.0,21.0,4.0,28.0,3.0
ep2xqoltf3yrs7ucvzdki5xllspxgtvn,53.0,0.0,0.0,14.0,6.0,11.0
er54pqe46qjd4i32ygd2hcbupbrb5xpr,11.0,2.0,3.0,16.0,65.0,2.0
evpqx5jrh2yohgtopww3uovm6evdje2a,8.0,2.0,13.0,10.0,78.0,2.0
eyws4jz2tsu75lggmkq42kr24df5sc4s,46.0,2.0,14.0,16.0,31.0,3.0
f42cad5vpyq2sitiwpfyhf42jlbir45n,55.0,2.0,8.0,15.0,62.0,3.0
f6lsi3bbinlicpzn2vw32rjc476sexks,27.0,2.0,19.0,16.0,30.0,4.0
fa26srhiqbluqr6cd3yvogpjk6n6npxs,25.0,1.0,18.0,16.0,43.0,5.0
fmmmbme2syckszocaaj23tppotltmixa,11.0,2.0,20.0,14.0,28.0,2.0
fsmjsj47omhp2ye2gibjkdeblrjkhsza,8.0,2.0,10.0,12.0,57.0,2.0
fxh3b4royp7ij67k5q5xfrl5tzsbxxuy,67.0,0.0,19.0,14.0,60.0,9.0
gcfsxjclb6ymfwh5trlvk4dxsf66g34o,0.0,0.0,19.0,6.0,51.0,11.0
gki3ldhvw72hiydgd2sgs33dzjkskb5s,65.0,0.0,0.0,15.0,23.0,11.0
heuyn3n6viwgleivmf5bttipdhmvz46s,31.0,0.0,13.0,16.0,81.0,9.0
hhstufonwsgurffsvu2z24wwumbrdelo,64.0,0.0,13.0,15.0,48.0,12.0
hj47k73wva4ogueadnhkpnvh47dy36fe,35.0,0.0,8.0,14.0,65.0,11.0
hxvsx7gzzteazypewtw4oubotdw3xv4k,8.0,0.0,19.0,6.0,40.0,12.0
i5tjthu4arqkqcwuc5nhgxsiov5setgp,5.0,2.0,12.0,16.0,8.0,2.0
iq2cqyhdy6osvghnomnckku65eihhq2k,23.0,2.0,4.0,16.0,10.0,2.0
iqbwx6doqjzo6ifkmfd2dzptajavuklu,35.0,1.0,4.0,16.0,34.0,6.0
j3fzyn6lh5be3itg6jjzw6rqpdbpy33i,26.0,2.0,17.0,14.0,27.0,2.0
j7zal2ixboewldi3telwt2zwsvkudokd,36.0,0.0,18.0,14.0,39.0,9.0
kgukuq5mql3vrhezzmebelccd3gzjrzq,8.0,0.0,19.0,16.0,27.0,8.0
kigvflzc3sfw34hzey5jr34k6wf2aqx7,34.0,0.0,7.0,15.0,16.0,8.0
kznyulehg7yqmhtudhijqpo3xxeldnmg,20.0,0.0,12.0,14.0,49.0,8.0
lfhlxbxkw2v2c5ck7flucwbnelzzaygq,43.0,0.0,20.0,16.0,34.0,12.0
ljucxbwsxtnspihapwjodt2kmhl6axgu,47.0,1.0,3.0,16.0,30.0,6.0
mak5mi44r5rr6xdc5hoxqad4ylx3hkyb,64.0,2.0,0.0,16.0,60.0,2.0
mc4vp7j7pwte23ifkevmog42ayom7lkg,6.0,1.0,13.0,9.0,57.0,6.0
mccu4oar3abrvuxocal4pht7qjzje5cz,3.0,0.0,11.0,6.0,55.0,11.0
mf2pbshnw7srd5lkanf3evyry6tavn2x,6.0,0.0,12.0,6.0,35.0,10.0
ntfa24sqdrdytl4ybo2jjfuzsyi34m7i,14.0,0.0,14.0,16.0,63.0,10.0
o5i5lnqrapvkzisyv24puakp6n4txsgh,59.0,2.0,9.0,14.0,80.0,1.0
ogo35vw272xfcprcb5sa3mpmdkkcgoh6,10.0,0.0,1.0,14.0,22.0,8.0
p6nk6kkacpbvolrs3cxoo5stdn4gmi5r,8.0,0.0,19.0,13.0,14.0,8.0
pbsnfgt3656yv7rzbnssozh7sck47yub,19.0,2.0,17.0,16.0,66.0,4.0
pfaw2r6kmtmzlnyw7ojback4m5mue2df,45.0,0.0,19.0,15.0,50.0,7.0
pfbrm7bncf4yzzys6hfcasezxq6ptbt3,17.0,2.0,1.0,15.0,60.0,1.0
powaj64y4uvcabhtg4yo2avkhrtxegs6,44.0,0.0,14.0,8.0,80.0,11.0
q5sabfqelp4yot7mv53cearo4a6oxml6,37.0,1.0,19.0,16.0,64.0,6.0
qaglp3aonbetfgjolxk7o4bh7ua4f7nn,26.0,0.0,18.0,14.0,25.0,8.0
r4e565bly3d2mbmttihcqujyacwvrzew,14.0,2.0,1.0,16.0,68.0,3.0
rdechim7yu7ziq4st464cq7fmt3mjkuq,44.0,2.0,4.0,16.0,28.0,1.0
ri3sw6oqprggk27m25phvlefcdfessbr,45.0,0.0,2.0,16.0,33.0,8.0
rlcl4tcka2hncikg5mnjr7lmuhm5mvmy,44.0,0.0,21.0,14.0,63.0,11.0
ryismkashgtdu2kxpnz3uuhqgwfldhaz,53.0,1.0,17.0,15.0,1.0,5.0
s3te7lnnoujzqepqnql6mn2qfd4kchwd,49.0,2.0,6.0,14.0,81.0,4.0
s7h44fjtpodvtdpfjnewkdd435vtjrov,5.0,2.0,3.0,4.0,38.0,1.0
sfiglx6tkpvdfwwcegae7tyz2z2ryczf,65.0,2.0,20.0,15.0,27.0,3.0
sgrsbisrrzfaqvhe3bok3vm7azgr247g,45.0,0.0,16.0,14.0,3.0,12.0
sni63ocmam672h4w6anhbdr5mx6nvo2g,7.0,2.0,19.0,16.0,63.0,1.0
snlgt7sbw2iidhlxpsxoofnkbma2fl5l,59.0,1.0,8.0,14.0,2.0,6.0
swlk6em2jshivukzwoakk4hkuu4ovxvu,56.0,0.0,18.0,16.0,16.0,11.0
swomafukrmjqap2g5svltvlkre6eael7,17.0,2.0,13.0,15.0,46.0,2.0
taetxzhwnpv5vzsjyue3jrimz3ag2mdd,6.0,0.0,7.0,11.0,47.0,9.0
tcykevuiouls3s3rq5cb3waoeixalesr,54.0,0.0,4.0,15.0,52.0,8.0
tgcmpl6jns2svscx3jnuqj33c5tilf2e,23.0,0.0,3.0,15.0,3.0,8.0
tkvffkomymbjck2kalf4kjgopjkk3ala,46.0,0.0,14.0,15.0,63.0,10.0
ts3tw3esdca64r3p3ffg357iuj7hqqj7,1.0,1.0,2.0,11.0,34.0,5.0
twmxiqxh2v6ixtcfx54hpcxievylewms,59.0,0.0,14.0,15.0,6.0,7.0
u4ezpoau4hrk4evuwm7v6fcshfmj4rtg,60.0,0.0,11.0,16.0,51.0,9.0
uhznalnzedjaset6s3gvbeb3x5bauvrh,30.0,2.0,5.0,14.0,5.0,2.0
umnhfbsval6lam6fejgjd47fham6eoqp,25.0,2.0,1.0,16.0,9.0,1.0
uq65tc7a6pd5jsrtkftfbo7l2zkc3oyb,8.0,2.0,16.0,9.0,63.0,13.0
v3amwoxcjyyrvp6po2k3cbf57pyenuyx,65.0,0.0,16.0,14.0,60.0,8.0
