,python-version,gdbm-version,upcxx-version,libfabric-version,mpich-version
o7z64f63okiif7yfhiigtcuj3tra5gzn,64.0,0.0,3.0,1.0,6.0
ocdrehrr2sy6cwqwwnvsot6lfqwpyazs,44.0,0.0,4.0,0.0,12.0
odbbsjubys6u3rsz4ojd2w3zpwyqgycl,58.0,0.0,4.0,2.0,2.0
odl5pdzhvuxqaavcx73rna5m3csfyt22,54.0,0.0,5.0,2.0,4.0
oflhtira3a3l2f77h2zvfu7s6dlfjkdb,61.0,0.0,6.0,0.0,14.0
oft2kz2ifoghinoktswgav5zf3bomxw5,33.0,0.0,5.0,0.0,8.0
ojgtsmjddf7fxnni5bthczumjacxytgw,70.0,0.0,5.0,2.0,1.0
ojvgwykhpdfw2he4hyg7f3ekoteef7mn,37.0,0.0,5.0,0.0,9.0
okh6gc3437xhwifmteye67h2syfdr2xp,37.0,0.0,6.0,0.0,7.0
om5pboxu47nq3olurjgmr6wh4ecieafq,59.0,0.0,8.0,0.0,9.0
onumoro7gwlldxgr7qygoydcjignuryq,72.0,0.0,5.0,0.0,7.0
oqds6gdf7km5vqldjan6354kaymzsqvc,54.0,0.0,7.0,2.0,0.0
oqdzeerlqg2gwhyitbheu72wwidhevr3,46.0,0.0,6.0,2.0,1.0
ot3jove4juz7f22roiwrqyfmjjvg5pte,68.0,0.0,3.0,1.0,6.0
oue2io52jcfpr2mafmxpvss6gl3m2qod,24.0,0.0,7.0,2.0,3.0
owyfx5drups3jlf46nimlvnzkq6ala7f,24.0,0.0,5.0,0.0,11.0
oxrtw3akmkltnomggvcfiwzb3x5nu6mr,22.0,0.0,7.0,0.0,11.0
p22kau6t6562mhoszuwjdzdv6o6kd6lk,34.0,0.0,3.0,2.0,1.0
p4e3ivpeqms65s2w45aj4ew6fed2urbt,35.0,0.0,8.0,2.0,1.0
p4k3ubcuxif2j5nqj6fpwwy4pq5mqycq,30.0,0.0,6.0,2.0,1.0
p4rcq6h6xxuy4bqypxbq3vtybdgwvvbk,62.0,0.0,7.0,2.0,4.0
p6txzna5va2fnplzycuoqgpguxlqvugb,47.0,0.0,2.0,0.0,12.0
p76wuex2jxuudgyr2tnx25zlnadi6xfv,20.0,0.0,5.0,1.0,6.0
p7bkce6jehnkcqwdns53k5gssn6yluop,71.0,0.0,4.0,1.0,6.0
pam7ljyshdcv75ymu52jjvsbplngogbp,2.0,0.0,2.0,0.0,8.0
pb6h56hv3m2jpxa5wtwzv6gplifmogv4,25.0,0.0,5.0,2.0,0.0
pbfdzah23mhqd5do6o7yfx2dqrfteagc,30.0,0.0,2.0,1.0,5.0
pel5f36uycsf4yiwohp6zt5rhxfukoef,39.0,0.0,7.0,2.0,2.0
pevlexqwe2hkds7envjmqu3fhh42pjzh,60.0,0.0,4.0,0.0,8.0
pgy7iawrgumntpj7mfaq5e4a46yuti2z,0.0,1.0,3.0,1.0,6.0
ph567od7bwdvwiidwwkxzezgxr7xhjcw,27.0,0.0,3.0,1.0,5.0
pifarlnzkaahpaoussnoyysasngvtdut,39.0,0.0,3.0,0.0,12.0
pjizqad2dd3cmisart7pivnz6psvnc4x,28.0,0.0,8.0,2.0,0.0
pjkh64qboz7lsueahip4wz2zzj2ba2dm,10.0,0.0,5.0,0.0,9.0
pl5ithpm5h5mlyplqbn3n25c3mfjmvbk,9.0,0.0,7.0,0.0,9.0
plczwy3ffvvfd4p7qtzncg5lk4s5z2ox,6.0,0.0,5.0,2.0,4.0
poeob7n4i4ssxtd7gpd5cynu7bsbufh3,2.0,1.0,4.0,2.0,3.0
pqb5q3usotelhbprvxlfn5szhcd73ml2,2.0,0.0,3.0,0.0,7.0
px2zk2ejuyi2vxxpakc4xl2njzqe5zcm,14.0,1.0,5.0,0.0,10.0
pxo7ucgrchmicpwaeqzh6bi4mxpub7rh,56.0,0.0,7.0,0.0,11.0
pzvmkwk7feezaeo7kgpn5gxhqmqlsrjh,2.0,1.0,3.0,1.0,5.0
pzym5zftjpqws7ky7kjz3xu2n4lvmpmw,55.0,0.0,6.0,1.0,6.0
q27bisb4fxsqzvzttbr236bstd7cz3kr,68.0,0.0,6.0,0.0,10.0
q2dlio4qhybcu4xv43q2hq5k32brhr3s,12.0,1.0,2.0,1.0,6.0
q2rrv3vy2cq5ozhbll5ndb64ua5emuni,42.0,0.0,2.0,0.0,11.0
q72enr4xvme7rspz72h2wzkwltapgbqn,68.0,0.0,6.0,2.0,4.0
qb7hvm62vk2f4sccjmzzvlgrwyrxowhm,57.0,0.0,4.0,0.0,8.0
qbbpwrd6nakdkoec27t2skjom3dbdxza,29.0,0.0,7.0,0.0,8.0
qbjipyyodzgs2puh5n7hqpwire3hetrq,15.0,0.0,2.0,0.0,8.0
qbkqpmh3cfvrpdjhc4voxdpjqwnkjzfh,0.0,1.0,5.0,0.0,10.0
qdpbqgr6bkh7pvydswgfknyhzftpeua7,15.0,1.0,2.0,0.0,10.0
qew532l52jezbqg6ol7czgpvpdhqpokt,31.0,0.0,5.0,0.0,7.0
qmkqmq22bptznf2bopwmaqr7prpxpder,30.0,0.0,4.0,2.0,2.0
qnugd24272hgltuetq7prgcrp5vuoicz,28.0,0.0,4.0,1.0,5.0
qosw2jbwuovksppg4dyeq2mysi535cz7,5.0,0.0,7.0,2.0,13.0
qqvdrr4g3cggwnitiu4wjrvc4kc33f7m,31.0,0.0,7.0,0.0,10.0
qtvntxi7o2futpejdd6hblxtzciniodw,49.0,0.0,6.0,0.0,12.0
qypds32tiy6vhzslkc6flwtinq4iihxf,38.0,0.0,7.0,2.0,3.0
qyspmzhjueggkrijvz4jfhtf43easaqw,63.0,0.0,6.0,2.0,1.0
qzajb3nmqfunuwawbntlwd3dcfd2znoy,1.0,0.0,3.0,0.0,9.0
r27arltkyxyh4qkxye7rzlwijfhrfocc,72.0,0.0,6.0,2.0,13.0
r2j27hndtn3gtrm66il2jh65qt4w2vij,50.0,0.0,7.0,1.0,6.0
r46zp2ewcwkvubuzaraqaupsbaw4ycsm,53.0,0.0,2.0,0.0,8.0
r4vpx5giyqdwmtbfq34kpy7a3jrxxhn5,67.0,0.0,8.0,2.0,2.0
r5phgndnag5m3gfhhkles5xjt6srjfbm,60.0,0.0,3.0,0.0,11.0
r7txyq2t7agkgcrkaitmimfrxwgxpjeb,13.0,1.0,2.0,0.0,12.0
racxzqsskptcpjfnkn3kumzblpyjzjbz,53.0,0.0,3.0,2.0,2.0
rccr7bf6p6rzop6wxo6bogvk7adlh7ik,4.0,0.0,4.0,2.0,0.0
rcl2iifed2figm7jrc4b2a3mxof2mecy,43.0,0.0,3.0,1.0,5.0
re4z67tfqxn4y7tyqdqsvlxbjnm7l6r4,2.0,1.0,6.0,2.0,4.0
ribr77pulaytcrriupjoqhgmw2ubgqlf,20.0,0.0,6.0,2.0,1.0
rjbiioczzpeqcpqoscujuyyooav752eh,7.0,0.0,4.0,2.0,13.0
rpvjkkaebt2l7vsvtqzepdbrihpgvaxt,58.0,0.0,6.0,2.0,13.0
ru2jocz4dp7pc76rhqizcwjox3btxbrf,72.0,0.0,2.0,1.0,5.0
ruulzwo6nlqmqezi2brhlmmns7a3mtpi,1.0,1.0,5.0,1.0,5.0
rvhcley62g5vcofofvlraxx6w5pahzg7,17.0,1.0,2.0,0.0,12.0
rxtads3324ica3zhh5wkayrpnaqvgkaw,20.0,0.0,4.0,2.0,2.0
ryeepes4ko4kcpsgkmkvuubwct6sxb72,55.0,0.0,5.0,2.0,0.0
ryxqsp3toe4fcvnmt4ndzygl3ycd5u2v,22.0,0.0,8.0,0.0,12.0
ryy74rzq47xhoyaxhdw3itjmbxslzmsv,54.0,0.0,3.0,2.0,1.0
s2ivmzkntrodlzu3cx6wtudwgpvjevfy,45.0,0.0,8.0,0.0,14.0
s5joardkxpfnusv3xkz7pxugscedwmpc,24.0,0.0,8.0,0.0,10.0
s73eyfe2tyrputk5ofwo24f5d5ik66yq,40.0,0.0,2.0,0.0,12.0
s7xqofl7xfaf4kef4ufegwyt65foev36,2.0,1.0,8.0,0.0,10.0
s7xyowjs7aa3uxju6t4ac6dqvro5kfej,12.0,0.0,4.0,0.0,8.0
sbhv7kvpclq53ehzlxjjnbfwz7es4hbl,27.0,0.0,4.0,0.0,7.0
sfe2sclokmhffwig54z5tsr2m3uawacs,37.0,0.0,5.0,0.0,12.0
sgvtpt3pj4e43jihoqvbjqyicrnvlyjq,24.0,0.0,8.0,2.0,2.0
sjrk2uenleuvc53norcwsxnx7yfve7r6,35.0,0.0,8.0,0.0,8.0
skbgipo65ckk57qcn7hgnkzyiiopiapa,2.0,0.0,3.0,0.0,8.0
spcxiq5eykudhz4uccsfpryrqfke6jib,71.0,0.0,5.0,2.0,2.0
sqewzwhg27gzb4iecbkvuh5yjbhhw6ee,50.0,0.0,7.0,2.0,3.0
sqzoabfk6k432ch65ii4dzn43hqvpffh,37.0,0.0,4.0,0.0,7.0
su7qln4mcz5oscmokizty4exljgykcwl,34.0,0.0,6.0,0.0,11.0
swwk73ski3tcbvrizeinyyx7fmk3ry5k,16.0,1.0,5.0,2.0,2.0
syzrpphev63yeoj32ywj4xdlsgxpn5y7,30.0,0.0,3.0,2.0,0.0
t3ghq5vfortj7cpst4hjpx3ogjfbtux6,19.0,0.0,6.0,0.0,7.0
t3iq3zqn7yywyauwzlqlxhch6adpwpt6,48.0,0.0,4.0,2.0,2.0
t4twtyxzljxo2jpyge2ux5tlwy3ivljd,49.0,0.0,8.0,2.0,1.0
t4zuo65uthw5ke2ytenizufqvn7ffusf,33.0,0.0,7.0,0.0,12.0
ta356p65ai7jx4bheai2f2n3e6o6lgpy,17.0,0.0,6.0,0.0,9.0
tbckyu4gwx3bfqtskycn2hrsgoln6ce5,24.0,0.0,5.0,0.0,12.0
tdfnzx6sluiiwesmtzbtr5bc2qfpgeec,30.0,0.0,3.0,0.0,11.0
tei2oopaczd75hlz7bduvdglavygmpr3,48.0,0.0,8.0,0.0,11.0
tf2z6lusu36bnk5tinr4x6eljnh5fssh,15.0,1.0,6.0,2.0,3.0
tfvijqueqaev23cbowgsgoerzx2otaf2,46.0,0.0,3.0,1.0,5.0
tjlj2unptew6tilcad3zc5zzvbkkurzm,50.0,0.0,7.0,2.0,1.0
tjyfa5caphjvlrxcr6vqyt7lclvyen2r,19.0,1.0,7.0,0.0,12.0
tlajm5paw2gr4eh3byhhexfcyaz266wj,41.0,0.0,5.0,2.0,0.0
tlx4bhhh3lfn7755ptmo6w57wbodlkue,27.0,0.0,4.0,0.0,8.0
tmcncl4g6evttdefdyqf56uxl2tvf5nk,43.0,0.0,5.0,2.0,2.0
tnf5wvddkuyvm4xx7wulzp5odvavzc6w,10.0,1.0,5.0,2.0,3.0
to6rvbkdq6a4auoo26jrmpthxhmzew7s,40.0,0.0,2.0,2.0,1.0
tq3zfhdig6bgx3c4frrl2qq7cehmjb3c,10.0,1.0,7.0,2.0,13.0
tqvmsneyxacwnxgvgqknvxrfmvpr63t3,27.0,0.0,4.0,0.0,14.0
tv2cqoiumpjl3zgany5zs5pzoz5azhye,35.0,0.0,6.0,0.0,9.0
tydcsinnbxbprlit7r332fwfe6vtpzgz,20.0,0.0,4.0,1.0,5.0
tzlyllp6txcyexsmmr4jqzgjulcm3acr,60.0,0.0,5.0,0.0,8.0
u6hdwfg3vdaltmsmqulm3elmmhvkt5as,8.0,0.0,6.0,0.0,10.0
u7l5x7q2dgyfc2hanxvvqmnq3feujv4j,72.0,0.0,6.0,1.0,5.0
u7ljdip32b3qdz2fj76i2k3fvqxjweor,64.0,0.0,4.0,2.0,13.0
uaejhp5xeuyi76thtnhbe6ue4vtk4ogy,44.0,0.0,3.0,0.0,12.0
uc3vbl2nsn6ozvqetydrjnm4tfomstqt,9.0,1.0,2.0,2.0,3.0
ucm5ek75am3eerknwvpbvmmujgi5aumx,48.0,0.0,5.0,2.0,2.0
uctlhzb5fnja5c6yld34dfltlcan5rf4,56.0,0.0,8.0,0.0,12.0
udde7htxxsrpva647rnlfkzkhelxppii,1.0,1.0,7.0,1.0,6.0
udwddpql52sklmfqyn7n2g5iyufkywrp,30.0,0.0,7.0,2.0,13.0
ufso6sekmh64gcmsbmtab7jxym6x6ndo,62.0,0.0,5.0,1.0,6.0
ugd4ndptqwdogr63d34fvcee3ez2velw,55.0,0.0,8.0,1.0,5.0
uirzr6w6hi4tgortu3iyv3zw56amx3fe,18.0,0.0,5.0,0.0,12.0
uk5ylbxwvir25kal4lpbu7qmx43b24lf,4.0,0.0,8.0,0.0,11.0
uktb7ufgyvq6th3nnj6bqa56nzkq5um6,5.0,0.0,3.0,0.0,10.0
um5y2afjtflz7v2ejw55cwuermh2u7j5,34.0,0.0,2.0,0.0,8.0
uml73v5swxkwwfe3krykljyegyqjpp5s,40.0,0.0,5.0,0.0,7.0
uoqzirkxiyam7yb4w23ipoc22mzrvoql,29.0,0.0,4.0,1.0,6.0
updz3ikanretm5llvpsrytljvq2m4di3,68.0,0.0,3.0,2.0,2.0
uqplmllm342gzzanjdph5xi7kn4elwv5,23.0,0.0,8.0,0.0,8.0
urr3l62yfwpl5dzgqy5kavohcwzoyhdx,45.0,0.0,6.0,0.0,11.0
uv576txfsmp3jadhmmtxmvopxfqlxws2,26.0,0.0,8.0,2.0,4.0
uxvrbzpa6ygvjhshf2ou4ibuzvjyrkce,17.0,1.0,3.0,2.0,2.0
v2th4fpcjyrcd6xwwhxhoh7csoelkwdf,46.0,0.0,3.0,0.0,12.0
v532y7auhytq2qav5kl4z6o6d4wqy6be,1.0,1.0,8.0,2.0,3.0
v6hykxun3syzlfgjdcoa5jil4uoq2ua6,22.0,0.0,2.0,0.0,7.0
v6od4kq2wveyvxz4isq2qkgvg2jvlflo,8.0,0.0,3.0,2.0,3.0
va4u2rxyzxuts7cqvqon557uumsijaom,28.0,0.0,2.0,2.0,13.0
vcb6hwude6ndy4fl2kktl7flkgwys2ej,10.0,1.0,4.0,0.0,10.0
vdblbzjknogvmeldwjobtgbloh6i2xay,27.0,0.0,8.0,0.0,14.0
vdkoxzp5ce5babhmdblotwebdzffmhwm,25.0,0.0,8.0,2.0,0.0
veptadimh7xmzlw57he2bpi5ydxmrjug,6.0,0.0,6.0,0.0,9.0
vh3zgjgg5wtaea2ay4t6btvvjtxbc7sn,15.0,1.0,6.0,1.0,5.0
vhwtwjmcfhziypdy6lguedgs4g4ihpzy,23.0,0.0,3.0,2.0,3.0
vhzgtnvpphvojy3lauwyvnl5zl2xtoeg,66.0,0.0,6.0,2.0,0.0
vj4pqs3yiirk7aba6s3im34g4ylawdjw,69.0,0.0,2.0,0.0,7.0
vjneov2opgniblryxkj7dg65bn3mwuzw,58.0,0.0,4.0,0.0,7.0
vjz7cduqsz2gvenklpofrqlegvz2ocnp,25.0,0.0,4.0,0.0,9.0
vogx2an4l2exbzc3shtvh7dypzugmuw5,8.0,0.0,7.0,0.0,7.0
vr2uv2pzhmjqlnyzglyz6ytcxqnj3gbs,19.0,0.0,7.0,0.0,9.0
vutwoysn2uwyswlxh5ngu54pqqtd6l5t,68.0,0.0,6.0,0.0,11.0
vuuvq2ygrzzgcyzo2irx52tbutru7opo,38.0,0.0,6.0,2.0,0.0
vvb6vkov5zdl3tfetkuh7zbx2dahm46g,38.0,0.0,4.0,2.0,0.0
vxbmmomhofzrnctzwl62skztds272pjo,69.0,0.0,7.0,0.0,11.0
vzj7r2rzl7gvpal64tqdgw772o26shtc,1.0,1.0,2.0,2.0,13.0
w2qem62julccumuwstzhkbbyrmi23pdo,56.0,0.0,5.0,1.0,6.0
w2thny4zdu5ido4gqhrfgpjmfbmt3owz,48.0,0.0,6.0,0.0,9.0
w3qnlsaebfv2fyaeanpnrfzo2jxbpayw,38.0,0.0,7.0,0.0,7.0
wa6qtutrkslyf3kwgqtdrj7j4req3fvu,57.0,0.0,7.0,2.0,4.0
waqovy7raxdlcmo4llq2sq5mmklsjdgz,21.0,0.0,7.0,2.0,13.0
waxxo5a5jxa77iyrtluy6nxcsuyklo5b,1.0,1.0,5.0,2.0,0.0
wbdn3unqfyehgfokoimp5t3crnsqefbw,72.0,0.0,5.0,0.0,11.0
wbuktih24wgju3idyzwbovk2a7apivai,51.0,0.0,2.0,1.0,6.0
wcnglw6hpesftnhe4h6c2lio6c2d6cgy,43.0,0.0,2.0,2.0,2.0
wduykon64a2vevoubolg6korqglsejmc,29.0,0.0,2.0,0.0,10.0
whpwebapd7znvff3kun7wxzm7yojaw43,34.0,0.0,8.0,0.0,7.0
whxctko7zrwwytj3yq7rj527gbmxtrmv,31.0,0.0,3.0,1.0,5.0
wjhxmsqfjh3mv74o7key6cieo7yheopi,38.0,0.0,3.0,1.0,5.0
wjsvvdlrf3kgerun3nhtt2nsk2llbdco,70.0,0.0,8.0,2.0,13.0
wkgouv63iklngkgbnh3anechbwpwr4pm,65.0,0.0,3.0,2.0,1.0
wlexp65q5namkpawkyjai5ilze3h77nk,25.0,0.0,2.0,0.0,7.0
wliqy6ycpytipdxuypbkrzpsmsno5j5a,56.0,0.0,2.0,0.0,10.0
wm3qpi7fmw6jgghse3jeoa53fnwzqjww,39.0,0.0,6.0,0.0,11.0
wni2kjyc4q4vlndbh7aowxfh2kah4scx,17.0,0.0,8.0,0.0,9.0
wocy2vkxjkq2qxto4ad7z64msvgxhq4k,10.0,0.0,2.0,0.0,9.0
ws7l6bwqdazj75utecxhprqeoxbdej2w,18.0,0.0,5.0,0.0,8.0
wshygy4v47y2erf2h2lkwht7ogvhdawo,51.0,0.0,4.0,1.0,5.0
wswtwkbfatvdwmwre5ytil2ocke54seg,13.0,1.0,6.0,2.0,3.0
ww6mf6eapfo6cqnhg2zwm6ne4f6tj7sh,32.0,0.0,3.0,2.0,0.0
wylcaf6l6s2kgv3asc63yhp2bvfrqd7o,64.0,0.0,6.0,2.0,2.0
x44joloe7a4jyldkolf4bj3x42uazyke,65.0,0.0,3.0,2.0,0.0
x6xgp4w6qn2xtjq34lotyf46p5gzct3z,48.0,0.0,5.0,2.0,1.0
x7vgfn77kqafpce7oe7py5z2vkmvjenx,2.0,1.0,5.0,2.0,4.0
xbzbww7yigrwafgg6ycpi3dldxm6wnt2,72.0,0.0,8.0,0.0,7.0
xehfehuijo7dya73jjolymxz2lzfobwe,36.0,0.0,4.0,2.0,2.0
xelbtkizkknmf57ducet2jyonbi4krrm,7.0,0.0,7.0,2.0,1.0
xer5li2qyrxmnqf376jrvvnfhuu3pku3,67.0,0.0,2.0,2.0,1.0
xhkhlcjparx42nvajnsozteb337dx54c,63.0,0.0,5.0,2.0,13.0
xmqyrcqgpinf2fc3k44scjvzuh52qga7,37.0,0.0,6.0,2.0,4.0
xnsttiuqkivoxpu6a6gvtq6ytlb4szjt,18.0,0.0,8.0,2.0,0.0
xo4fdqimvazy6gfybmix6zzgyc7wcvbb,35.0,0.0,8.0,2.0,0.0
xse4mepbmrca5kzsdvmi6mbb36fplg73,35.0,0.0,2.0,0.0,10.0
xt4mtezlrfu75v3phdq66ad5jn224ex6,29.0,0.0,6.0,2.0,3.0
xueeryrrkuh6mgxtoctbrq62oc6jew6d,50.0,0.0,2.0,2.0,2.0
xwy7fxmafuaipwtnqy6nwjjlwnxozcl7,51.0,0.0,4.0,2.0,1.0
xx42b4scgfhxzbx3lr7vpszzo4gywwqn,43.0,0.0,3.0,0.0,11.0
xzg3v7tsqq4liuixlvchs3qbd7twfjbt,28.0,0.0,4.0,0.0,7.0
y3mbftpvhr56a6y7vvuczrujod5x7jxl,59.0,0.0,4.0,0.0,12.0
y47ifrxw55ouxbq3tilwppgv2voxijr4,32.0,0.0,8.0,0.0,11.0
y4dtiz2wpn2yh2ntjgekn7m7pzrqzsra,13.0,1.0,4.0,0.0,11.0
yb2icu2e2vgdedim6ltwyug7wri3ymks,22.0,0.0,8.0,2.0,13.0
ybno5fqvg3gg23l5a4kr6brlwwa7tpxc,26.0,0.0,7.0,2.0,4.0
yeeuj3qfxddmmg3u6omwsdzzcrc7lpq2,27.0,0.0,7.0,0.0,7.0
yfprztacc5ip5e5xhsg4scqkqgheya4g,71.0,0.0,2.0,0.0,12.0
ygkjoagefbnncbpalzkrzgffkipem3kq,35.0,0.0,4.0,0.0,7.0
ygt3ww3heqfgjmhkbqjrljxjnaplprlb,12.0,1.0,7.0,2.0,4.0
yha23apl7v2iprqculbczo35lclfdb5x,47.0,0.0,8.0,0.0,7.0
yksdjxt3iat3s3cvyhotlvfv76c4zehd,13.0,1.0,8.0,2.0,4.0
yogajcuyxuq6thun3wfhe66bjbhmg6cw,19.0,0.0,2.0,0.0,9.0
yolqo4djckvmy5y3p6w6ngxwsihyunij,70.0,0.0,5.0,0.0,7.0
yqrpwkw5msooctopxddbga44g2pw2rkc,46.0,0.0,4.0,0.0,9.0
ytund6m5c2ah7s35dnoqabo2wxz7s7du,49.0,0.0,3.0,2.0,13.0
ytvtg723cnj3phfpa46dpikg2zdp3gqo,51.0,0.0,3.0,0.0,14.0
yutdwx5zva7g7kk4yt5oiveu4qxitidf,29.0,0.0,5.0,2.0,4.0
yyiofnoc7hthyacxmbdvca63ijpzbsi6,16.0,1.0,2.0,0.0,10.0
yyppvcj5z2rrrl5calu33rkt5qmbx6b6,43.0,0.0,6.0,0.0,7.0
z2zthktuh6oehkvcnj5cdrchkk3to7hj,1.0,1.0,3.0,0.0,11.0
z4dacy2vnhcmcxvir2bvypa65nnhmtce,16.0,1.0,4.0,2.0,4.0
z4fupwjqe6swpfm6i7khcprzurjvas5q,31.0,0.0,6.0,0.0,7.0
z5dzb4zbibv4ibkw4ifts5bifyuze7qh,53.0,0.0,5.0,0.0,9.0
z72nwjk6reexdfxvuw7j3n5umycq4c6m,13.0,1.0,8.0,2.0,3.0
za3lxjsgsz7cbntpizf4f53sdcywph73,57.0,0.0,4.0,2.0,13.0
zafcr5nkxvut2ogpajzi5wk7qofxg6am,23.0,0.0,3.0,0.0,10.0
zb2yuk35b7x4rczxhkzn57ace2xmnnsb,62.0,0.0,3.0,0.0,11.0
zcazmgbscsqwclidptrdnkgp2vel7obt,10.0,1.0,2.0,2.0,13.0
zdzkbhvcnrtmsgjpotlge6ch5zp72zb5,25.0,0.0,5.0,0.0,8.0
zepxq6u5yh5xa7xgdgc6emeeh7csyid3,0.0,1.0,7.0,2.0,4.0
zfdtohc5z337offnqpjwxpeontpjkqjh,39.0,0.0,6.0,2.0,0.0
zftk2c2clbjkznqcd4drkn5hvdyoqfdb,40.0,0.0,5.0,0.0,10.0
zill4r3elelomtk5lb3s76qaraldj3ir,31.0,0.0,5.0,2.0,2.0
ziwzqxx6bl4wymcoc34dagavhhkwzfju,72.0,0.0,3.0,2.0,3.0
zksatvfztqwtmjhxchy5ip3546yrluoo,22.0,0.0,8.0,2.0,2.0
zl6pirpd66s2tsfmed3mrrtofyxjw7ot,67.0,0.0,6.0,2.0,3.0
zlgh7iqn2g6a44hrnvhoxiyxzf5ac3at,61.0,0.0,7.0,0.0,8.0
zlupy4a2aj44c44j5lbmtzx3chbsw6w2,24.0,0.0,2.0,2.0,13.0
zneuqjinzl7c3y4rsvl7oojsjku7cg7m,57.0,0.0,5.0,0.0,12.0
zozhqvsxfvu773jbtsn4xdidxbwl64bs,61.0,0.0,3.0,0.0,14.0
zx2d63ekv7wkrva2aclcpb6i3ph4tn3w,45.0,0.0,4.0,0.0,12.0
23msmnnqpaixaqaarvambvcml4vbafm6,31.0,0.0,1.0,1.0,6.0
23nkzeemgofdncc25w33jb5lp35i6fqj,38.0,0.0,2.0,1.0,6.0
24nabglmbq3owpkaga57vuagnq6r2r4i,41.0,0.0,3.0,2.0,0.0
253heztbysmtx4iiyuur66zgjsvunulj,22.0,0.0,3.0,0.0,11.0
25idvuc3e7x6ntat7c6s4dk3ecgegjqx,23.0,0.0,1.0,2.0,0.0
27rbvg5avfoa4i7dnzghvmmd5xukx74f,42.0,0.0,8.0,0.0,11.0
2cbatmjb6hlgidaeaf5jrgac2z2ou7oj,34.0,0.0,1.0,2.0,13.0
2deqeqz436dpkpvo5xqtr5c7pspwrvlw,63.0,0.0,8.0,0.0,11.0
2fmcaa5vqjkwztnvnxxaasls6h775avl,5.0,0.0,1.0,2.0,3.0
2g3qlprfdb3e5lqarjdcd6fjxpe65pn7,8.0,0.0,0.0,0.0,12.0
2ghs7ypr5vktttccyutsfk3dmoyf5umm,22.0,0.0,8.0,0.0,8.0
2grk43vn2bdoujbihnj2esqizrclene4,36.0,0.0,0.0,2.0,4.0
2kqtze4vuthsfuioru2lnqcd7luhmrou,24.0,0.0,4.0,2.0,4.0
2lm5qylsnc5ky5tycqwevml5fuuq2lku,55.0,0.0,3.0,2.0,13.0
2mpysggn6gryya675s2hg7oq2ghgkwzx,16.0,1.0,6.0,2.0,1.0
2ohhtltad47adzjwtqryckjzx2kztbv4,29.0,0.0,4.0,0.0,12.0
2otrvtklkhgnxtkzemtnox6gb6yf7qjb,13.0,1.0,3.0,2.0,13.0
2owgrjz5yrrewp3tevwjeuj7fjq3lgty,9.0,1.0,2.0,1.0,6.0
2p6bproqgne4rbui6jwo7ojlxoa4bkv7,27.0,0.0,7.0,0.0,14.0
2r5whfcsoxluoscbriuxw3mf6gobup5s,25.0,0.0,5.0,0.0,9.0
2tllwdeit2o6tp5xschhfxjuzwwzf5sl,24.0,0.0,7.0,2.0,1.0
2ts5hg7ngisydlhl4krm3mkzspbshjtz,51.0,0.0,7.0,2.0,13.0
2ue2t34bki5ea6qgviap4em4ci7odhdt,14.0,1.0,8.0,2.0,2.0
2vzf2uhpcmqjuwx7dc2embdhsckrr6jx,54.0,0.0,5.0,0.0,7.0
2yphqk5w2xky5f4vg7y32pgjxrwmouyt,53.0,0.0,3.0,2.0,3.0
332ve2kuqgjszgodp6a6l4ikbe2wm3qh,64.0,0.0,1.0,2.0,0.0
33pleju3evfyrwnk42e7qhobscpbzzzt,6.0,0.0,4.0,0.0,9.0
3bla5m3xtxh3mo7tluhtayry4amatk5t,20.0,0.0,7.0,2.0,13.0
3egkb4thlkjc7w76tccxlbyivv77le64,61.0,0.0,0.0,0.0,12.0
3feevhw4auaksn7dbxkc33ojvzcn4lza,6.0,0.0,5.0,2.0,1.0
3gdmv6a6jv2vhac5kwcwupayxint44bf,32.0,0.0,2.0,2.0,3.0
3hmjhbootwzu6nuhwebgacalvt5ndctr,40.0,0.0,8.0,2.0,4.0
3jk4cqyjg7ovmd6aioarjedsv4vv4nib,36.0,0.0,7.0,0.0,14.0
3lb33wcumjmc44prshuuep43w5x74jph,4.0,0.0,6.0,0.0,9.0
3lptrkbrwgwupxri7urhbp6ng2or37wd,18.0,0.0,7.0,1.0,6.0
3nnyhrvz2tcbf722qv4ckag6mmilg6f3,12.0,1.0,7.0,2.0,3.0
3oihvjoveiihrcwepll3dnepat6bkwpf,17.0,1.0,7.0,1.0,5.0
3oyi4hfkzalxa6n3mzqenxfyooewuvqb,0.0,1.0,1.0,1.0,6.0
3oznlm7tz7mbwddc5zjzq5m2i744tqw3,9.0,1.0,5.0,2.0,3.0
3pkhurierjnhvvrlfj6hmvpvivzymlyw,68.0,0.0,4.0,2.0,1.0
3pt7gzpkn6onzp6r4mhbwpphf3hdr2cx,12.0,1.0,0.0,2.0,0.0
3qew37h5p4wnpcsqflnko5y7uyr4o5cj,1.0,1.0,3.0,2.0,3.0
3qkh6atwzaajabapahk22akxinwcjojd,24.0,0.0,4.0,0.0,12.0
3r6mjfxs4szvx2n7kuben6tj47sdbl55,0.0,1.0,0.0,0.0,12.0
3riw72iuvosrdavpww4ugazmlearltnl,19.0,1.0,6.0,0.0,10.0
3s2lj6i6qjo6me6bu77bwomeo35becqz,66.0,0.0,7.0,2.0,3.0
3sz4k6liexk7natccmw44wrz5hmy6gw4,11.0,1.0,7.0,0.0,10.0
