,libfabric-version,papyrus-version,cmake-version,mpich-version
yy5wjaggnsdxi2s6tbcp7ekffyfl67as,2.0,1.0,16.0,1.0
yzdwrwzmkljqc5sjsxoqkcdgdznntngh,1.0,2.0,49.0,7.0
yzjnruqq72dg4ixcnf2wefi5cbkinyzz,2.0,2.0,35.0,14.0
z3wc2u2c4rrlj75d4omvbzgp6s7w4mnc,2.0,1.0,26.0,1.0
z4gxxvl7qytgezvjfhu46lndh3y7h3jn,0.0,2.0,42.0,15.0
z4jfrhlwuavyquvn6ghhquxh7fhm6gda,0.0,3.0,28.0,10.0
z5xftrsmubuafcsy5dkvgtrdkx6ydxs4,2.0,2.0,53.0,4.0
z6bylvi2mtgvbx4zazqg57q43jbtteo3,2.0,2.0,22.0,4.0
zae2rpxaqhx2o2aww35aiakzuginq3xn,0.0,2.0,97.0,15.0
zenpeqah64rzfg4kdt2efk6pj2nc55dk,2.0,2.0,74.0,3.0
zgb5dpe3oxuxtty44uxwekabdbv4j7uj,1.0,2.0,53.0,7.0
zhmbht6u3effc6eikhps67eb77nnvsiu,2.0,3.0,35.0,14.0
zigbp5dml6kbtkyxqhp7ropln5q2jyon,0.0,3.0,69.0,15.0
zipsqzgxr46yvwuafhluxj63gwppqg7i,0.0,2.0,51.0,15.0
zltuuirw6fj4dlfmrkbfdbs23ft7r33v,2.0,3.0,21.0,4.0
zmaz7r4cstcrsabafhc63pg5p3jwnsw7,0.0,3.0,61.0,9.0
znhaql464wgcouctnlt4mjy22qdpg2dd,1.0,3.0,7.0,6.0
znpdecb2jvpvmedngxluucravawtjd4v,2.0,1.0,21.0,4.0
zo3473boyp5ivl7v3ju3xr4bjmwy3n4h,0.0,2.0,67.0,12.0
zosv6ypk5xgtlv52ucgp4nfqk7k3vjeq,1.0,2.0,14.0,7.0
zpnw3qhym56iyhvovjvxuricg4xruewr,1.0,1.0,8.0,6.0
zprkh5bxebxt5ixx5f54mlsvmcija2jj,2.0,0.0,70.0,1.0
zqwzr2aitp32cgoqsbiibxht5bncjtgv,1.0,2.0,65.0,6.0
zu2dkkfbdvjxdg4qt3jylghdcnbuusgy,1.0,3.0,28.0,7.0
zu3f73sijlto76u4gjdfilpuffvkjglx,0.0,2.0,74.0,8.0
zui5j4qmheawfwfnsc2djviua7ht2drq,0.0,3.0,43.0,8.0
zwohc5haku2s2uky2ykh5d3r44y6r6wf,2.0,2.0,39.0,14.0
zwznvzralblftzcppmexrojshr52fb6b,2.0,0.0,91.0,1.0
zyi3n6a76d7iyaqcowxeniifkbkh7wfj,0.0,2.0,29.0,11.0
zysbdb4tskkru7xy6a2nu2zy3cqiu6f4,0.0,2.0,41.0,10.0
zz2zutd5zyoqilyxvttej7bz2y5dyzvz,0.0,2.0,2.0,8.0
2ahnka3kdad3esvz3yn5dkowgdabn3bc,0.0,0.0,87.0,13.0
2c7glxwxhn6krmfuirovlcsqizrjm6ca,0.0,0.0,58.0,9.0
2ca7yja5uewfgzkf2rfn7uteeunuoek4,2.0,0.0,1.0,4.0
2pw2x254dtfztv5gteevftysalvk5oqs,2.0,0.0,88.0,3.0
2x7xs7lzhecarrkh5v2dyabmzqboml7h,1.0,0.0,4.0,6.0
2yke7f2zinnod6y5c4ot5r2zpfklgqg7,2.0,0.0,68.0,4.0
2z53h7o5vnsfaymsehnwfdrgubr6hg4t,2.0,0.0,35.0,1.0
33zoszibqqx5jdhkqglqxim3l2hc5vdx,2.0,0.0,31.0,1.0
34a6e3mscghems36s2bgqp3drkmybnbx,2.0,2.0,87.0,4.0
35vychptdx7zl3bl4pa6e37vjoy5vhmo,0.0,0.0,80.0,9.0
375zzhpxudw7lvaldp6rllgnqaebz5we,0.0,2.0,86.0,13.0
37u5fzsfb2y6tswbpejnkbdkcyhgxsdj,1.0,0.0,26.0,7.0
3dlddn7rgvaut3k54di3txtwktpndryh,0.0,3.0,84.0,12.0
3hb3xlh7hqyxhkntioffol2c7djahnth,0.0,0.0,76.0,15.0
3kmygmgnyu23pwd3rgwbeobrtmc3bmlu,0.0,0.0,4.0,13.0
3l6krjc4ksknm7rgc4lsfrgstnolz7sg,0.0,3.0,85.0,9.0
3lmq6zk2otef6a35k2opvu54fr2dcpuf,0.0,0.0,49.0,13.0
3pfefxbstnjghkida5ufjipxawwqhca3,0.0,0.0,78.0,10.0
3pqb72lcz4rmughavdwwbrh5caa7y6ya,0.0,0.0,61.0,13.0
3ww6ua7tdafqhzbn52wgp7qleb4ju5ik,2.0,1.0,13.0,0.0
3yivucp65vrhm4qcopwjjlhx6j57kirt,0.0,2.0,17.0,15.0
47p3sehw7cwenaegtav7fpmqbnniykrz,1.0,1.0,1.0,6.0
4bopmfkd6bypnb4d5geehxfbj6u5bkod,0.0,0.0,61.0,12.0
4ejlgagcld44d2jqkipystrujeoneyjg,2.0,3.0,0.0,14.0
4flszucltcbi277nuvahvwdtzu3aewyu,1.0,2.0,83.0,6.0
4jlmf2kbexfrrouxvln7lydvtfeog5rl,0.0,0.0,38.0,11.0
4nth6mxubmf6bphmxtk5x5olyzmfvgua,2.0,0.0,82.0,4.0
4zw7dgwcytyzafhhwlkkt5icuayascev,0.0,0.0,86.0,11.0
52ho2jkn4eux4nctve5lexs2b3qlx4gm,1.0,2.0,88.0,6.0
54m7qmbjoc6v5wndb4uij3eriuvh2kvn,0.0,0.0,17.0,12.0
5eoxvxyf7vdbwub7hjpwruqahqxduccy,2.0,2.0,86.0,4.0
5imqolgozkb6335wbo5v5l35kqfaj42h,2.0,2.0,86.0,2.0
5k2lbhfpjjdkmtqte7q7s5l7hhqlgx2s,1.0,0.0,69.0,7.0
5lx56jaojsoeteafl2rpjag7z7ifikxl,0.0,1.0,86.0,15.0
5lyihnueotxkzx5b64gnnezfzrkwyj6d,2.0,3.0,81.0,3.0
5njo3d7ps5fou7gel5oukkudfhzulu2n,2.0,0.0,29.0,4.0
5rgsxy42pe7vdgtastnifqjg2pjh42ux,0.0,0.0,84.0,10.0
5wovvx3insfay3coxm7ynl6ldvf6xke2,0.0,2.0,82.0,13.0
5xuhzsi7be4bjfirezlnjxjlgg2my6jy,1.0,0.0,87.0,7.0
5yugf4y3gse65fdsnodwkhdigv6g3zuv,0.0,0.0,91.0,9.0
6amk2fsro4bota6mf7cqpcmqgnpuiumk,0.0,2.0,88.0,8.0
6bnu4ab5gtau6htjc7brh7oh2fxbwvdn,2.0,1.0,1.0,1.0
6df6nogiimr4xkvsywq4s2yamcx447nw,0.0,0.0,70.0,13.0
6e5dbvtnn6l4oj4kudovs7wjbipgongx,2.0,2.0,87.0,1.0
6jqzvq62d76bdygfb67afwdfyvk6ekrf,0.0,0.0,88.0,8.0
6puvwpzescwvjbnznczmfxpf6plkgx5e,0.0,0.0,13.0,8.0
6rp7qd7unxkjddjthjgurp2uds4pryti,2.0,2.0,89.0,1.0
6tjsziweg43rbxepckqsg7fteodbdgbb,0.0,0.0,51.0,9.0
6uvwjai2gjfihbuego3qtbuh3nuznedb,1.0,0.0,65.0,6.0
6vuoy3gpxye5o2zv5nv2eccng67rxg45,0.0,0.0,78.0,13.0
6xpd73iyxhjawdq73ivlsc5mvw4vwv32,0.0,0.0,57.0,12.0
6yhd3dtl4gkrivm6pdz23k2e4zrxlpzz,0.0,0.0,64.0,13.0
72fnf65n47ibxatmuty7qefcftcxdkzi,0.0,0.0,26.0,9.0
737rt7nad5wbhbw3z5lzxgz6gh7im6xj,2.0,2.0,85.0,1.0
7f53v3nxuy2n3skuqsz3oh7lkmlinugv,1.0,2.0,84.0,7.0
7p73365pgx3q32ejkuh6dvhdaavcqjgj,0.0,3.0,86.0,15.0
7qc6ufqdjtmpw6kqhe3yn3pnhqpsznpo,0.0,0.0,14.0,13.0
7svefcuhcnkzdzy3hunpxcc32x7grhif,0.0,2.0,83.0,11.0
7uzvrnsrbv4zoj667sruauhcg5p4mo3l,2.0,2.0,85.0,0.0
7ylktu4t4ecm6aiqikc3rg466ooayx2x,0.0,0.0,18.0,15.0
a2puxfenai54ytgqn5fkm7jqyrw2z2f7,2.0,2.0,0.0,0.0
a6zpjmdpy2fbqh7q426a4oeiiio7cnba,0.0,0.0,62.0,15.0
acx6u3vh6dkpgb62mwu2ycqk3jmfdesk,1.0,2.0,81.0,6.0
adcaohpkepjd322xbv5o4tlsbony3nw6,0.0,3.0,88.0,11.0
aimi22xerfeuhmvemqlaf6mb6yk7z7xp,0.0,0.0,39.0,15.0
ax3cqdz3v5qi73bex3llbbeoqxyaw65u,0.0,0.0,57.0,15.0
b6txi2pssdfpj7i66xw4ehepl2ijbz5t,0.0,0.0,20.0,9.0
bezfjoo6ft4ansfhq3qjjf33bxhn3wfm,0.0,2.0,31.0,10.0
bgetz2pds6pvagrmkvngg4lm7ji76y5k,0.0,0.0,42.0,11.0
bmkjomqvofqpco4d4dkrdjpje235bupu,0.0,0.0,27.0,8.0
bniruxfwctbbpw5ahdgluefo3kcif2cp,0.0,2.0,89.0,13.0
brjou5gjdmveindamkhthu56wgtlasew,2.0,0.0,58.0,4.0
bvbqck23sdrlumhyazomncs72dkbqo6q,0.0,1.0,81.0,10.0
c3qrh6dymi27hqxdqr7zx33yc4gk3nra,0.0,0.0,88.0,13.0
c5o3ou3mihs7krx2inqwb4cwj36aiaaw,2.0,3.0,88.0,14.0
ca4qsz5fbw3bjbub7im4ug6534i24evk,0.0,0.0,6.0,8.0
cazehlnefayj6heab6l7pmw57s4fgdop,1.0,0.0,85.0,6.0
cbwnnkc5va7cnx65d5w2vpqurzqeyo67,1.0,0.0,89.0,6.0
cgn4tth3l4nhtmqu3piapaqmnzcbtwva,0.0,0.0,36.0,10.0
ciwnvsy2v2b2h63io46kh2wekgb7bjo2,2.0,0.0,96.0,4.0
ckiz6xzwwbdqi7w566alovb7mzwedt3o,0.0,0.0,48.0,12.0
clydkt4x7xlqjgidxsv6dlpx3xmurrvr,2.0,0.0,3.0,4.0
cma24afgxwt6sjqfqzrd64sixx4i54jp,0.0,0.0,84.0,9.0
cnlwyumrgjzxhb2ldws6wqzkmvbx33zz,1.0,0.0,34.0,7.0
cymshc33diyoxyv5rjzq3pb5xckfg232,0.0,0.0,29.0,11.0
d2g7a3bieus6njta7jtcq72adrmhzatt,0.0,2.0,87.0,12.0
dmriul3z6p6fvewc3j4bxboe5amhb5ot,1.0,0.0,27.0,6.0
doizjsb3bogtlqtv3ul4bvekr6hqkxi2,0.0,0.0,0.0,8.0
ecs6ruya3w3qisejfyshusiumvdrdj2a,0.0,0.0,7.0,11.0
eed4pfz46pbzfz3d7jgmbmmzlntpjayt,2.0,0.0,63.0,4.0
ei2bd7pglugl4jr5muqeasq57cayxafa,0.0,2.0,88.0,10.0
ekb7ten63crgjvpz7z2afnjqpmetbpoi,1.0,0.0,82.0,6.0
elh5iaivs34266iahk46synv46ithjpq,0.0,0.0,18.0,9.0
em45zzbzrsvu5lnxfcgcibe2jhc55nt5,0.0,0.0,48.0,8.0
emlgtud5uwikho3nueyog3z5sdo524xk,0.0,0.0,46.0,10.0
eqw4xowcr2t7dmozntxtmc3hepohgepk,0.0,0.0,91.0,8.0
errvyja6jh73dxeqlco7szrqj7egrstw,0.0,0.0,0.0,10.0
eysf6r6kl2ulj6dtat43vsodbiyknekh,0.0,2.0,86.0,8.0
f4o3jqb5drlmzl2tz65ggp4t7z6tvu4d,0.0,3.0,1.0,11.0
f5zgljbnobd35bp76gwofdagkcascunf,0.0,0.0,19.0,13.0
fekgjqouv37pwiqf7zrbt7mt62taagv3,0.0,0.0,34.0,11.0
fhpal77jjntjqdxccphmegtol2bt7myf,0.0,0.0,40.0,13.0
fnu3ci2gzsfvczvozwvh6rcpmdcqn7le,0.0,0.0,47.0,13.0
ftaozd4ilhnn4dplktkxcs2bt6b7k3it,2.0,2.0,88.0,2.0
futl564mtmzhcifpu2aaxjoavjqsscwp,0.0,2.0,85.0,8.0
fv7mngcnltteq6gkr56jxf7nd242dkbe,0.0,2.0,86.0,11.0
fxsausroji7wj6t3syrbnldicd6iwcxv,1.0,2.0,1.0,6.0
g3hvmwsb3d4kbkwnl2jj65kzvq3fvjxw,2.0,0.0,85.0,14.0
g6v7u6d5axofimbkkjjcbqybpm6imw6g,0.0,0.0,95.0,15.0
gb7q26e4n2eexwr4u6cdjqdhynzxhgdo,2.0,0.0,8.0,4.0
ggbyjfuxfy3eoopm7sklca7oandynpq7,0.0,3.0,84.0,9.0
ggpewevfugnentzzrvknwszv7iiirt35,1.0,2.0,87.0,6.0
gguuaqeqe6tzshwvxhcsmyk3jgbucwhk,0.0,3.0,87.0,9.0
gosnykdo6peboxt2bogqbudsbtmzhddb,0.0,2.0,2.0,9.0
h4xjfabqsyx3eshz6doqd3o3ilnheh55,2.0,2.0,77.0,14.0
h7l5nerlk4i4det7xwylmuhjrwqswrt2,0.0,2.0,80.0,9.0
hbemoncxyansm4mjz4wjex34aeus4kxc,0.0,0.0,73.0,8.0
henfbrfzyzh45ci5skwpzva4pfgdhnb3,0.0,0.0,15.0,11.0
hgms6rehqzy2wv4qw4lfmvnsslha4oh7,0.0,1.0,85.0,10.0
hoqc2wgra2jaeht7lnatdg672dbtioir,1.0,1.0,81.0,6.0
hs5xo7ppyxu7arbsb6aiajdid3d3gehs,0.0,0.0,93.0,13.0
hvbvavxa6z6tgw4qbqbn4wwgpbbt5woz,0.0,0.0,4.0,15.0
hwzubwohilqxs3xlr7pifqpfoixwrc7s,0.0,0.0,63.0,11.0
hzhncitqubtjifgdefdp5dgh62utg76n,0.0,0.0,8.0,8.0
i4ttzjk5tqa2n2ymiap5ywg2qafc7sng,0.0,1.0,82.0,15.0
i5qob5jc7irhbczrdhchezrxvmd2dgxj,1.0,2.0,88.0,7.0
icd2zcdyhepzvkj5fydpz2xqiexncuwv,2.0,1.0,86.0,14.0
idbjt7bbsduh2auxbx6yvzfnjoqg7wdt,0.0,0.0,33.0,8.0
ieqwexmb4dmy5u4odcwnqry22mbkdkpu,0.0,0.0,13.0,12.0
ikdisxuounlgdisgkfaqg77sqkom26u7,0.0,2.0,84.0,8.0
io72tdelgmsyikhvgd4kechnfjenwmlf,2.0,0.0,0.0,0.0
ioxjz6ljim4qcfbkz3aw7eglfcxqhjnb,0.0,0.0,46.0,15.0
j63bztiu6yalqsf5gkhvfpu6obo2nnnp,2.0,2.0,87.0,0.0
j6v3p2fubltrdgyikif3gs5ci2xkbzhp,0.0,1.0,86.0,8.0
j6zdr7zfax7vzl2kyseqpuwux3wdgfh7,0.0,0.0,90.0,8.0
jpwiwp26spdaxrnb5sqk5ufkhpyeatpk,1.0,0.0,96.0,6.0
jsgwojp5pwx3u532uh3mv477b57o5njr,2.0,0.0,86.0,0.0
jwvekttrtz2hxeeqehtgstl6e3kcjat4,2.0,0.0,0.0,4.0
k4jmc6hze2di6aibbycjx4ujfkhzqdyy,0.0,0.0,67.0,9.0
kilhhoylkvlv5xsjfs5a4juwpdvimu66,0.0,0.0,26.0,11.0
kjpdqhpqsuo3bptmsphmlrqihlg3tdzb,2.0,3.0,88.0,0.0
km6mwlrax77q7fns5rdh6pjguaqgd6t2,1.0,0.0,84.0,6.0
kmecwls5bs465bxunv45u7yeixvqv4cu,2.0,0.0,38.0,4.0
kpah4dzxv3stzg64rn4ebfecbzsyydqp,2.0,1.0,88.0,0.0
kpkubqxcpwuvmkw6szc6h27bdjotrh2i,2.0,0.0,20.0,4.0
kspcdi7ipipgpma76twnrzwdtgvbtiio,0.0,0.0,1.0,15.0
kvivi5vemlr2elfcoa5ps7cctce4ju63,0.0,2.0,0.0,10.0
l25rzbcergjtykfzocwekhkugm6rqkgo,0.0,0.0,93.0,10.0
l2b33v7ybn3zslvuf7olmg2boydzznaf,0.0,2.0,83.0,10.0
l3s3zpla7zqeja32ekamkiwk5vrdap7i,1.0,0.0,36.0,7.0
l52fbcezowgxmwjmjjzwkgeqm7eopaur,0.0,0.0,20.0,10.0
l5vfnzxuetqthgo6mepyuulguuttkj5l,0.0,0.0,2.0,12.0
l75ltyf3x4t5ytbypdie4v632akwkgkl,2.0,1.0,85.0,3.0
lkrjfakz472ji5dkpujh3r7hkyb5khzx,1.0,0.0,25.0,6.0
lqmp4uqgzrvq5zshy6iaypn6hmeyfdme,2.0,0.0,86.0,3.0
lvdaywa6y5f5kpizdjvhtywmd35wk7xz,0.0,3.0,88.0,8.0
lz2hzilx656t3gb3epst4kz7nnc37esr,0.0,0.0,22.0,9.0
mn4te3iebzmctpwwrxg6jmlz4bdez2f3,0.0,3.0,34.0,13.0
mqrc6srr4kpppvuefaumnjcgunabicev,0.0,1.0,89.0,13.0
mt2nvra7e6k4m63q2yn7muz6mx5botfk,0.0,2.0,83.0,12.0
mz6fylb7sh5335didnkuobztbvz3efah,0.0,2.0,0.0,13.0
n3mfcfr3t6oyuk4yh2yjs2cr65ctgwvc,2.0,0.0,37.0,4.0
n6a7h3xele7zgpzeiwayvzud4vruc7iv,2.0,2.0,87.0,14.0
nao246sdgrhwpqjojikgntmxmxhzbpdn,1.0,0.0,62.0,6.0
nbpr5f6vjitzkos67ulwwhrkpuvdclnw,2.0,0.0,83.0,0.0
nfunpudkb7v2xtugwzdqmgpe6tphojdx,2.0,0.0,89.0,3.0
nkdgykryx2rjnfj2qw6ata3zfqydxqwp,0.0,3.0,0.0,13.0
nnaweud5mnaahdkef53du7ea3mc467eh,1.0,0.0,41.0,6.0
nnnbqkvkt6lxyzevcwtnk5aba5yxtkqs,0.0,2.0,82.0,8.0
noemwcn6krzbyc3ltrhe5zcidlmrwo4s,0.0,0.0,68.0,15.0
odgudbsvqbpwxo5stgwmudzs4ceobq5i,2.0,2.0,18.0,3.0
of6ftzfudifhnlsfij7hvwnsgaaoxaby,0.0,3.0,89.0,13.0
ogkeftna3c3vjd3ze4xqarqzgppgj6eg,2.0,1.0,83.0,1.0
olbxfycnqatphoeftqnp2src7q3hz3oc,0.0,0.0,38.0,10.0
or6pvaidxo6sbndfqi6uk62crikudyhh,0.0,1.0,86.0,10.0
owrsmaerfvsqmeuxq5q5hvsun2jpdyem,0.0,1.0,85.0,13.0
oxl6a33e2u7qi6rhvonoykzrn6trww23,0.0,2.0,83.0,15.0
ozky4sinudbunxek6bbq7kgm2uqe7dyj,1.0,1.0,88.0,7.0
p32ypx5c6idsbyhi63yohadvlqyl4ruq,2.0,2.0,0.0,4.0
p5xhemtmhy55nprqavxg3rwp4eyla4ba,0.0,0.0,52.0,8.0
pbcbeousirbsjyjp4ao2gzu2wgclwps5,0.0,2.0,86.0,15.0
pdyhsbhaggtvu37iwa3jw4yne6wokxv7,0.0,2.0,84.0,9.0
ptpfvwxscbh4dtsmuhwvnszfc5jzjids,0.0,3.0,23.0,10.0
q2hrus55u53x3nxjwpwbdyv44h5lpk6n,0.0,2.0,82.0,10.0
qtupvwpo4wykscj2rx5xherbcwskwbvr,0.0,2.0,89.0,12.0
qvaqrsz6yrpe62ldrrw4kfqthik25nvb,0.0,1.0,56.0,12.0
qw3vzmciasqioldbjfqhrtiowg3wwcyx,0.0,0.0,91.0,15.0
r3kyhswojzlp66zif4mi5lwvrqljivyl,2.0,0.0,81.0,0.0
r4j7kjwvevz3rnby7hljylsu7cehaltx,0.0,2.0,43.0,10.0
rb3ruy6oev3en7wzmjfrkdyhgtcdqp6g,2.0,1.0,89.0,4.0
rbxmml4jaucdd27shbtuznkq4imbynnw,0.0,2.0,82.0,12.0
rcaxxcbg4ycvyqx322ca7atcrqe6lzxr,0.0,0.0,4.0,10.0
revfaealhodyvrm4rksyl4kbsdadirfa,0.0,0.0,69.0,12.0
rgwwa2f23hxb3o2tj4kbsxxcyudlhp6a,0.0,0.0,82.0,8.0
rikibaiu4zxay4cpgmw3gedlpybbbx4z,0.0,0.0,30.0,9.0
rlk722jiiwuf6xm5cnlvc52vf5ysbyon,1.0,0.0,86.0,7.0
s2p36xmpggzp5hvkbhpyxqi6orps2acp,0.0,0.0,80.0,11.0
s4pidriiv4glaamykwb3jkbfjl7ba6a6,0.0,0.0,97.0,12.0
sctqon34tgilg6vsluv4ob37kdzkimjl,1.0,0.0,67.0,6.0
sgigemrddlyc5ardmlijq5zbbcn727n3,2.0,0.0,32.0,4.0
smxgr7uldrrqtdwsjj5cgu66pzxjzxfr,0.0,3.0,81.0,10.0
stfk7aokotn3wl4ox3mjg6oj53hh4tkc,0.0,3.0,89.0,10.0
supo3i6dsmsbn3kyydcdnpt5eyx4rwn6,1.0,0.0,19.0,7.0
t57q53cnnt3rrkhn6h4lq5pwgqrpyoto,0.0,0.0,64.0,8.0
tah43bnskrdwkb64v3oevg5cfjfosl7b,0.0,0.0,94.0,9.0
tilykpnqhl23h2c42iqwwrbubt67q2hr,0.0,0.0,50.0,11.0
tkjdusrtrrtcueox2ususg3qkuecr3hy,0.0,0.0,39.0,11.0
tpatod44kaja5n2xfsqdt4wzqgpz4zop,0.0,0.0,30.0,15.0
ttb2lmrwqs2v274uyrxwgbx3n3vl7j4x,1.0,3.0,84.0,6.0
ttdkaojkwqufpykke5sxa2eofbl3v5la,0.0,3.0,85.0,10.0
ty5xyymxyqqvwsai7tg2jdhzc5cxh7qr,1.0,0.0,22.0,7.0
ufc4tayu4ody5we4olzlrxa776jcmbig,2.0,2.0,0.0,3.0
ugxsey26bh7hx6gv7nojnmdsuxpuevjt,0.0,2.0,43.0,11.0
uj264g4d4kgxev6tpd3jybdq3q7r3uhi,1.0,0.0,56.0,6.0
v2tsrwewkqbhvmotdbxvsarfmj44czuf,2.0,0.0,81.0,3.0
va5z4ve45j7klphmkrznmh5y5abnpuv7,0.0,0.0,16.0,8.0
velpvrcrpqot63eojycid6mrlgmyadqa,1.0,1.0,83.0,7.0
vrfexcpskgcx7neeikrpealth46m36qh,0.0,1.0,81.0,13.0
vwo36gee33ai7ottmrcrhdybomqo3ei7,0.0,2.0,84.0,10.0
vxg4xmbp46zdrauiixustjv7yo3odcp3,0.0,2.0,87.0,13.0
wf4nrgj72er2yycpdcpprose3rfn5lpb,0.0,2.0,8.0,9.0
wnyt2a6moy4xntyqn5f4ii4tdrzs4xjy,1.0,0.0,19.0,6.0
wsji2auvbiyybrr2veo2jgjsbiw7t2ol,0.0,0.0,27.0,10.0
wtdxivx4fs3j2xpk2lqhvorpz62as35j,2.0,0.0,87.0,14.0
wvj4ywqxwzezst5o2ddbgkso225oqffb,0.0,0.0,35.0,13.0
wyorh7gsi4pzmufsncwfcxbicwl3ulvk,0.0,0.0,47.0,11.0
x5cpmga5jpcgvu5333ojucbydjkrvpvm,0.0,2.0,87.0,9.0
xbz7dkvx2avunahopegktfqdwa426zhn,2.0,0.0,27.0,4.0
xceeufvk7s7a7q3t2u2pmidd3pxmq6o2,1.0,0.0,24.0,6.0
xmxf62vrkxufw3fl3ezv64wmqmbakird,0.0,0.0,92.0,12.0
xo7merieahl2pwr2gcg3ec4dt56ign33,0.0,2.0,1.0,12.0
xpfda73xtdskitzi535rms2i4vduyrpb,2.0,0.0,86.0,2.0
xquzhesw35eknjmeaxyea6xskktniqc4,0.0,2.0,85.0,13.0
xyh7rdwpszjgv4dr5ew2rs3vt5dov2f4,2.0,1.0,84.0,2.0
ykdsfmmzlm2j7cwbqafqqcn4quyf2r3y,2.0,1.0,84.0,4.0
ykrb4htctrqsjemc5ygmds57nb5hwxbl,2.0,1.0,80.0,3.0
ytvtafmqtiqsskkrjrgph5x4vazvilqw,0.0,1.0,88.0,13.0
yzzajtsdoduakpsvxwi47xov3oj42qzu,0.0,2.0,84.0,11.0
z74fia4pd7pcr2amojsqn3ekyoc7rsbk,0.0,1.0,87.0,12.0
zbbrswr2briv5aqztf37ljsifi274dzl,0.0,0.0,10.0,8.0
zflffssbuucbnoxyk4wn6amezkpqbdyl,2.0,0.0,82.0,2.0
zlniwfwsq3exf7yav4vjtugfcfguqm2u,0.0,0.0,3.0,11.0
ztnupzj76ehh2eyxvwgrzor4ixfgdw7r,2.0,2.0,88.0,0.0
ztyw6unfbdb3xvv2wh6lthp3ewh7ehyx,2.0,2.0,83.0,3.0
