,superlu-version,cmake-version,openblas-version
prytzexrbrjhzucsaxb2m55i5fcycxtn,2.0,39.0,2.0
psezkatgqqgwe65vygznt5kpjr3pjr4c,3.0,82.0,4.0
psqxikdkrix6xekrd4azh3qcdurjjqd6,4.0,93.0,7.0
ptxdjt226zoshtmsz5b5j4r2raipt5iv,4.0,39.0,2.0
ptzf7pgxqhh2sy5pwtqwlajdqv6erjt6,4.0,86.0,14.0
puirof6jgrw3fefyhsiof4czu6mqwlhc,2.0,11.0,17.0
pyyggcm7hwukhfvg5uuja6k6mppgc7qw,3.0,24.0,18.0
q2my4kc4eentxb4gsmgxdga6xzwsh4sk,2.0,23.0,14.0
q2q2wtc7gjvdhio3y7pyoqddoyppb24x,4.0,14.0,15.0
q2qzlk7xib6l7tu4uirp2f4m5sfs5kot,4.0,90.0,11.0
q53dpwzqekqnw2qbtlf2o2clci4ia7z5,4.0,75.0,12.0
q7et46ide37y5m6rcy42oe6ixtozltmj,4.0,25.0,18.0
qfgq2ru3qrkznu6fudigfgp55fldkqge,4.0,27.0,21.0
qfkecjfrvkumribprxycqozmm4gfj3f7,2.0,9.0,10.0
qft57mxh32zdyczojybp4owjibmu2hxh,3.0,55.0,20.0
qi4fgg3aielbdwxsadoztzfhcui7iqup,2.0,96.0,5.0
qnticpc2qszja5nrrpwxvebywnmupunt,4.0,15.0,12.0
qoomwufoc2mnw43bwb7eml5wlci67qjv,3.0,81.0,21.0
qrbfajowvxcovekucg3hl7qqteas5vre,2.0,87.0,18.0
qryh3rsl2h4wli4dulwvq4pzb4zoosnu,3.0,15.0,7.0
qskz42zbolrjhybonjzazstdrpjelnq2,4.0,9.0,3.0
qxck2445l72cdfvfcidky73rebegvbam,4.0,63.0,0.0
r56ig5ptxlposupk7kbrvej5olucfhwr,4.0,40.0,2.0
r667ewzrb222x7jgtcmhrczslwkptmed,2.0,39.0,21.0
r7auvujfaybjvqchty7zuuxoii7e47ka,4.0,58.0,3.0
rb3xlurh4ley2ba6trgng3uamn36lruw,3.0,3.0,8.0
rdvvfluoa3m7vp5zu2u3p66ytdhhl2oj,2.0,94.0,7.0
rfjwh64gcejkvnkm7tvfkh34vd635k4v,4.0,35.0,0.0
rflsxrfbb2xk67cqjoxgzopyoe55zyk6,4.0,18.0,7.0
rgs36bsf745w5hmx7d4usp5bur4f7g2f,2.0,86.0,17.0
rjq4uzlggpwscfskb6u5syesk2w5qlc6,3.0,97.0,7.0
rmpomxvdwvvjvuuc4alng5go3gn24ibf,2.0,66.0,16.0
rn2z6otgjv4jljpwpwgk67cjjii43ufw,3.0,94.0,11.0
rqey6r4zx5ptijep5tu5hjewdjulftrl,2.0,50.0,15.0
rqq5vbwv3ppneirjoqoxxjeve3znf2nx,4.0,13.0,4.0
rrl5kexcu3rw3nkqq6e6o7niqcnwvb7o,4.0,69.0,16.0
rsbxp5tooattjev7gyrz6fz75o24jqxa,4.0,12.0,13.0
ruft5plwsrp4qqgodfykrbfqcl5mans2,4.0,86.0,6.0
ryp5iodi7cnhb3d4cf5tfsgtipvho726,4.0,8.0,5.0
s33xkwypo7mzmf57lfbfewqxz3tlqqvi,2.0,18.0,9.0
s55i4a55layswdyggugkcqm7xvuhny3t,2.0,52.0,14.0
s6d6sgnggfijytpxdn2qoydpfe4te3al,4.0,20.0,4.0
s6sa6wkx7dl4pacvpg5sgic2dbyrbave,3.0,85.0,0.0
s7fgdrpor5zxjqttpgkrrqtqdklhjcse,4.0,77.0,1.0
s7gsaus72axodoywcmfac3cm2wzuh3pu,4.0,61.0,20.0
s7sjgchpizz3ydzrtqosoayritvgf2di,4.0,53.0,5.0
saofw6gt2soghpl7xsbtuljgipre54nt,2.0,77.0,7.0
sc2khzrj57fyymxezgk4ggovjj24sujs,3.0,64.0,8.0
sdp4ddtcoim2wujwvf6x6y322pa3pkyz,3.0,83.0,2.0
seum7756zelhpxq2zfsyds55j7lzfmwx,4.0,4.0,5.0
sfaoppopc7b4ko62rabnw5idjd33wyj6,4.0,26.0,2.0
sjemm23o75yfipbbhw2utitazurhpdqb,3.0,14.0,11.0
sjoemr6bd5pnxxwane6f3lpql6plqa5k,2.0,21.0,20.0
sksoxpfe7cox4yxeva6cep3syor6eekl,3.0,26.0,7.0
sorbtarovsuyrewqovfbvou4upgsrxeu,2.0,62.0,1.0
sqbtu3ej4m5wtz6lfsx23hoc5qkzwfpe,2.0,59.0,9.0
sthtetwsqarfwcrf22smj2vpxz5nmq4m,4.0,75.0,9.0
stkn5o3clngadcfzmux4nj4mxamvqlj7,4.0,48.0,5.0
sxrdxe4v23mkgutzigjcexp7ucvgavqh,3.0,2.0,14.0
szwhiu7vtrcyy6jipp2riulna4puj5y5,4.0,97.0,16.0
t2l6c3sy5rsm6stsgq3yiidxuridtq4i,2.0,77.0,3.0
t4weup7gl5micafvjixqem37s6cbnolk,4.0,96.0,2.0
tdq2vehdemhwdpwosljjg66lvx54bw6c,4.0,70.0,19.0
tf3dxd6yr4mqkznryr35gheokzcjow4t,4.0,48.0,18.0
tkbl3gqmzzgxrk67pjg2fduwszboogo4,4.0,64.0,8.0
tnozkpi74ydtt6ttz77cblovupmeqlny,4.0,75.0,13.0
tourfjfmnokvylayenle2rhign2g6kfq,3.0,24.0,1.0
tp3yh6xamzeorxidzfwcdnkxxlqk3l6l,2.0,65.0,13.0
trrrv2iwustjcbn5mh43dqvsh3k73yy4,3.0,21.0,13.0
u6uq32q24iia6twnw6yhni624kjjt7od,4.0,74.0,18.0
ub2il5p5iyt57uiiyeylyvva3yrjkw3a,2.0,46.0,14.0
ubauvvio36knihmur3mspohlvzwi3p5l,2.0,57.0,0.0
ubm4o4h5iesd734s6gubvsrcacnoqslb,3.0,93.0,15.0
ubupuiwkycpox776ekn4qhseax3jm7lh,2.0,43.0,3.0
udpnns6lutirqfl3ty2jyyp5jxhetece,4.0,40.0,12.0
uehhjky2xko77lc4srjdhdmxfpuokzzu,4.0,47.0,6.0
ufop76tmhmp5h4icyx6rocuejl3lrjbi,2.0,66.0,14.0
uieatipxvlodhk723q3suoemoyzkuzcg,2.0,38.0,16.0
uiqegnmrfa2dxicwnsuzdopqw7n7zjtl,3.0,31.0,10.0
uj74lqjgtj4sydfb5erwskexsz26fuhp,2.0,56.0,2.0
unibx7kfbyoywippx7xwunwow3nm7wf5,4.0,51.0,14.0
uo45kfrkrtde4xpdvl2oqylu3hjru67a,4.0,33.0,3.0
uojekgwwuk7vy4wtnkikq5oswpvtkb24,4.0,64.0,3.0
uol3i7j5tnzq7zlhcpz6qm4khyat5dtu,4.0,52.0,1.0
uqubhierc76afnbdbrsao5chduwg65xb,4.0,10.0,3.0
usg65m5u7kkmfk2xkshcqne7fs6kafic,3.0,20.0,3.0
ut7djco7x4waesw5pdbi3ja5qdcbghab,4.0,28.0,11.0
uugfmjjklsst77nmlml5sd76fbiiorsl,4.0,48.0,2.0
uwwpbbvfn6tvprbll62tgus7k525frtp,4.0,74.0,12.0
v32gugoneqtun5og6o72w7j3kocl2x2a,4.0,2.0,5.0
v3mlxs2w7au5rgwtrsrj56owocgoweiv,4.0,22.0,17.0
v5efz6c3evlswsnfy7mbbcvihxvjwlq3,4.0,37.0,12.0
v5v6h2vyir3chf5emcip5d2dvitup4f7,2.0,67.0,19.0
v6rm2ygxy4hrv2o3p4qucu5oshwe64x7,4.0,15.0,9.0
v6yiwllweqrkqqnsdu4tb2mfcb2chm36,3.0,78.0,21.0
v7h6pilao6i2niyhz7jt6k574b7h4t55,3.0,4.0,11.0
vhmgmahciqxyd6lovkzop7x2fokrkhp4,4.0,90.0,9.0
vmmjznid6avhhcqjmqxvsdoaxxa7qr56,2.0,5.0,8.0
vnbssmh4i4dnxgacxmp3knhiqbazedyd,2.0,18.0,20.0
vne75hdgwgtu3rfjnlvzzr4cqwvzc2nr,3.0,94.0,14.0
vnxrxyj5jq7sutrndwkutilfd3dnwxpp,2.0,34.0,9.0
vrb2eb6om24dqjgckchcucba2uhpkgol,3.0,10.0,9.0
vva3dojhmlibq4qyr5b4sn4qeh73cvuv,4.0,86.0,0.0
vxz26af3j52pz3twozp33ms744a62k33,2.0,65.0,21.0
w4wzlo52hys27oabgjpefixkjvdel3qo,4.0,59.0,12.0
w6rubxzyhha6cy4xrmif7cxu6eual6ij,3.0,2.0,3.0
wctsaywr4iblxdsm77q4kxk34omkiitk,4.0,85.0,9.0
wetwibdisk5iucrika266dehs7dgk2xa,4.0,71.0,13.0
whhfh7vcedukp7liey4uiwich2qivxwe,3.0,26.0,4.0
whudalw2qw3lqlf5zbj6s4er6r2bvxzr,4.0,60.0,8.0
wjr57y2ukinkbnjdzz6inqgjkqpv6ifo,3.0,29.0,4.0
wmuiqtrxz5ojlvexgk4yt4drfb7nqwdd,4.0,27.0,3.0
wnyoiohdnk6yr4v66zew2cgn5xrzf275,2.0,31.0,14.0
wre2rkueodmrxy6chgiahe2mojqkv563,4.0,78.0,4.0
wsmzgfnoif2gcahqso65z5t2p5zk7cgo,4.0,50.0,1.0
wsseenhnufxwcuzfyyxc72ip7jmneiha,4.0,34.0,17.0
wwjnrq3rcfs6unkq6xcaapwpxa52znoe,2.0,33.0,10.0
wycdo4g7iqhddnyxpobcnubsvdqanxpf,4.0,32.0,8.0
wyubv2bqt4uvw5q2ujfippjuqo5v72hf,3.0,68.0,9.0
x4k4dt3huqql7u3e7eni47z65uvphdo5,3.0,71.0,6.0
x6pkekjc7ktxc2knkl7j5kqnpd3q5jfs,3.0,56.0,16.0
xbq2yciznz7lndpnhtxj5cfi4ggvzhux,2.0,35.0,18.0
xcj25kvz2mkx4hhg3mwt7ctxdt24f5jp,4.0,40.0,3.0
xdnrs7mmkokggjpnckdw2krqf7xmdcj4,4.0,25.0,1.0
xdpdqcqbf6plblqku2lkhkxehyry66dk,4.0,86.0,13.0
xhuoup3ytrx6lmizgdxynxwwb7r2eiek,2.0,86.0,20.0
xir3tz3bxv6423nes3kqq5rnrwbaztxx,3.0,87.0,21.0
xj7esssci53bmoe3ghnkj6u5inhyedb4,3.0,14.0,15.0
xkpn4umvtghepwsusyqtipx52fx6b3wp,3.0,75.0,10.0
xpe5d4wceoji2wjrbw6dfnn57hiosx2p,4.0,21.0,14.0
xrx6yaxdy52bkusdadq4zff6ecblt3sw,3.0,66.0,17.0
xsvpbmqjsmrh46ivakhknzk2decywz4b,4.0,62.0,21.0
xtjhzo72clxdugyqromo34zjxoxussht,4.0,66.0,13.0
xuc2jrkhmgnzo6xbz565x56kbbjpkf7k,4.0,55.0,16.0
xurztfn5qpy72bq3blh7quqchbdhihgf,3.0,60.0,14.0
xzm5kvlhaa7huo3a2gkh5of5557yvh5r,4.0,88.0,9.0
y4dih6gra63526jejja3rn5hg4u4pcmi,4.0,68.0,11.0
y4ied7t5ftjhi3v7y445c4bcvvl4wv66,4.0,1.0,4.0
y6mhikzfpz6srpa62n46slhzyawk62ng,3.0,96.0,9.0
y74nqsimcyyc2t223ctbldappwxob4bg,4.0,34.0,10.0
yaji5yfzqnr7bcp7cnswapa3jvmrc6ep,3.0,58.0,14.0
yavilo6s5kzaetvy5ynyen5c63zw7tun,2.0,15.0,6.0
ye44lld5erkad3qrghhwpguw46dxxmeu,4.0,46.0,4.0
ygvrvzxoju2myj6ri2pg7nazztolbi5h,2.0,88.0,18.0
ymc6ycqtrw35tsrs72df2bntanumi4th,3.0,18.0,14.0
yoth6xbhukwf653sv74b4a5jrvzdbliv,3.0,1.0,13.0
ypzfogsynbvgba7miyvufsdaiyh6psyk,3.0,70.0,11.0
yrsg3wk4m2m3syvnxu7lwvucysrx3g27,3.0,24.0,3.0
ysrsd3ry6ub3lp2oaknbvdyotcny4ts5,4.0,79.0,14.0
yt423qzybqs25f74wqimmozzgxxrk4ir,4.0,84.0,10.0
ytxe6ftejwsuhimosg3aleeugucoq4es,3.0,42.0,19.0
yvarwq34e75u44b6fb2562wayymfhzwu,3.0,77.0,11.0
yxihmpfm6ocuiy4ozi5nxs3g2nx6hd22,2.0,96.0,4.0
yybj43ijgtzmzo6s2xhshiac3bqkvj6w,4.0,9.0,0.0
yzeo32awezwprkjlwgo2yu636b7fnnm5,4.0,61.0,0.0
z2vsxsbam74mscei7ra3kheozpz7uhjh,2.0,1.0,5.0
z3uklddrh5a3ofo6ymxhmmsc752qv7n2,2.0,68.0,17.0
z5ewhpaeqjns2aegolcv7m5ftjs3k4ib,2.0,94.0,6.0
z5wtm7v4wxarjxt54nyqyboyunq2dq45,4.0,9.0,10.0
zaa46nvo3s6zy4aazih46bltncmfz6jn,3.0,77.0,21.0
zbs5p56g367i6pw54cokdglu2netqtnv,2.0,72.0,14.0
zc7v2vyzg4kxifcresro2wfy6yvoin6v,3.0,89.0,10.0
zdbdeitkabzvbmo6ppnjopp56b5wf5y6,3.0,43.0,14.0
zddmfn2s3tc7gkoxwnmjwnpkm7vgqkwb,2.0,89.0,17.0
zdoukenaz2qpad4efb23urm7xizxv3cj,3.0,46.0,4.0
zfu2qaozgskbuc3cmgfdk2tfbjiswszx,4.0,51.0,16.0
zhzjzb6jpilyhk5hnuwjrqhia76pmriy,4.0,82.0,12.0
zkgsfowqxizfya24ado2wgwazaimafd2,2.0,49.0,15.0
zny5btb677yoa4wkni54g6acnhnjdghd,4.0,91.0,14.0
zo5lzeqiexiupxyeisvnlguhvml2l6ck,4.0,55.0,9.0
zoaimhihh6rdzmlu3kpfn4d3pcld6dxg,3.0,7.0,0.0
zpamsxknue4clxds72x5etrl3m6luuuu,4.0,84.0,15.0
zpmpw2e2qafmr4gqb5qcatigbb6ul3os,2.0,58.0,11.0
zqo2o4xkdqx2usq7qqd5jesygj4mhj4v,2.0,46.0,16.0
zx5y27yohss3to3f7xqatrg772op5mo5,2.0,79.0,6.0
243kjab7htsztlcqfwpi7fegl4azwctm,1.0,71.0,1.0
2655c4yeo3b4hg4cowiodyjx4d7zdj2w,0.0,35.0,0.0
26t6dcqsqpudlucibkxda23ceumrvqbi,0.0,73.0,14.0
2bmjvjjnmr773po5u2q7f4gtlyxhjc2t,0.0,87.0,21.0
2fzfiojdvfign54pncoik5ln545vsd3l,0.0,84.0,20.0
2jbdawxfuqn5mgos4kodqpfnb7g7rg6x,1.0,30.0,17.0
2lrn4hc3uvbtef2lvpb5225aobe6fzx5,1.0,13.0,16.0
2qxwicsmu75omc54d3gbasvheyp22ye3,0.0,38.0,2.0
2ro3xctpbutgzbuzhnlakttnadiksuhl,0.0,94.0,0.0
2tu7xafe3odg33cl3iijdw6krt5svic6,1.0,81.0,3.0
2wy6mjhqemt2q7qqqw3u26rory6y56sp,0.0,93.0,17.0
37mfiew47elnmblcp6bmtpuvixuewmm2,0.0,18.0,13.0
3a4ymqdna2aagt7jivslvsvsdcwebo4p,0.0,75.0,17.0
3dky2w6cbbpnmfqawojwe7fhrrnqmuov,1.0,3.0,16.0
3egorgpi3r5dqgcugfjcppj4vynct7e5,0.0,30.0,15.0
3hl6lcy6w2btap3s55l3exrel3mx6xj7,1.0,18.0,20.0
3iqommo7jkvghpec2lrwcpvsb24q6n3g,0.0,17.0,18.0
3jcyvciyetaeed7azdhgmwp3rsnyyujo,0.0,29.0,9.0
3jujzn5easuafxba7aj7ur4pxtuhmh64,1.0,29.0,6.0
3ngkaflhwqsyb2s67nq6cujfqsihaqw2,0.0,87.0,7.0
3nr6bjvaejcnd3vckmminknlmwxz64x3,1.0,19.0,13.0
4aalyudjzc3xh7xbpuqje2cd7p4fdpxb,1.0,1.0,16.0
4borqriccciz5lmtqfit6hephhuussxy,1.0,29.0,8.0
4gpgud7kv7mhh4te445otpk6wyflsywu,0.0,34.0,6.0
4jvvyj3cjmwtk2myxhq3ljqqbnaej423,0.0,21.0,18.0
4lwfatkxny3v477n4retoj4vq4s2kc62,1.0,94.0,0.0
4qcxidk5ujbhhumnpmtpdv2nukdrjlvi,1.0,39.0,11.0
4qmyzcajyv35zlu2zv2fzl5ryocpdfkl,0.0,75.0,4.0
4rsk4zgdoui5nzx4hrnmwui4756gmih2,4.0,14.0,5.0
53ik4ykk4pbjb5vktunjsnt5lyf2fmyl,0.0,71.0,12.0
5ax6kwywde46ajignicybfx3l4zqzcno,1.0,1.0,4.0
5bfp7w3lwp3rtizmbgweiogggagvvlzf,1.0,89.0,2.0
5edlvxhgrazkuagijlz2hhk35nra7mj2,0.0,18.0,12.0
5fe56x4hxnnvrn5gl5pdfby3gifu3j6t,1.0,59.0,14.0
5lofqowovj5mmqeqihs346vgexxakwtf,1.0,56.0,4.0
5s734w7vd5hq3xsttk2jfs324pzrtt7m,0.0,78.0,16.0
5t5m5lvwgnnspbqdhkhzgg2zjvuzia55,0.0,21.0,0.0
5utvwrmhew3mvz3er75xlxpr4igdlrfv,0.0,53.0,16.0
5yqunhmrd2mziml2pymry2nv4wr6gwdc,1.0,19.0,6.0
5ywhlwujw2o3emb46kk5ev73v3yqoi4b,1.0,73.0,1.0
64yetzpe7omdadn64hlbozp3cxqf5yk4,0.0,85.0,15.0
66mvx7dgctyttfelcpxkfojkeomgf6mb,0.0,91.0,14.0
6coji6mwaqfpdk4m7gpnqof5gwsd3sjb,1.0,51.0,7.0
6cu4bptquvxo2hff7fqmkopifoeqvyb3,0.0,88.0,10.0
6d64hkmpojcmiegua4xmi5hrzcuzs2r7,1.0,37.0,8.0
6foca2ajv2lwdurfb2ca4yy34fw7rshe,0.0,54.0,19.0
6imgfkz2haoiupjhjhsbwpp775d6pcds,1.0,62.0,13.0
6lrapbd3xauhjyqfmyowtrostu4fabwq,1.0,66.0,14.0
6mc6aq7by2roy6nztnaydxzgy2daxfng,1.0,81.0,0.0
6nsdckm6xdqqhjzm223vplulb6fj434t,1.0,39.0,4.0
6skvcdrnzq5etwps6a6bsu6wbeeux4e5,0.0,7.0,15.0
7234krxrzws3gikburlvhj5mdh2jlb62,1.0,10.0,0.0
72ofumryrjv4x7i4pnqtsdhg6qd7djme,1.0,11.0,10.0
75nb2eylyvcyopp4zqmu6ztcqooqkbsf,1.0,83.0,14.0
77ndki7f4zav7osfpolto5ce3lyjruxo,1.0,97.0,3.0
7aodljwgsaurokutxybrijzonrmkjfoe,0.0,16.0,2.0
7gopytfwozdvd3umdng2trpgtmtdx4zr,0.0,20.0,5.0
7honi6hmdzzakciiu6n5eu6bkddglmcz,1.0,26.0,19.0
7lokasr3oqhweg66s2ozoatxsy4wr3mz,1.0,50.0,6.0
7otydjbhe5l4crel74tz33zb3sotmfev,0.0,70.0,1.0
7rnbq63vpweszztjr3p7wlnvlwbrzajv,0.0,41.0,18.0
7u3pc732agjhrkj2xgt5fydlte2vg7v3,1.0,2.0,20.0
7vgcveaqfuqoe5xbxmr767hwpotsofkv,1.0,35.0,8.0
7zjch524fhb7agevfhrp56dp7ca6bl4y,0.0,43.0,17.0
ab7jryxckykwspubfkqmjklz4crnizzt,0.0,93.0,7.0
adx65wco5z22jt67cmquucd6owtmub7s,1.0,71.0,12.0
ai6fjxvymwodtnxyvgtrtkqzjd3upijw,0.0,57.0,3.0
aizgd7izzo65ypzufphlxue6awyevyw6,0.0,65.0,6.0
akga3rxt4t6eklyku2xvho2lwgsbad34,0.0,85.0,21.0
al6iexb4tgn5kw6e35zznceu2ezl4wlr,1.0,35.0,5.0
amu3kggh4es7kjtqfy5e5yurocs4527p,0.0,30.0,17.0
apytnrkfyh225nkzz5wfqb7v3g77qcxm,1.0,14.0,7.0
aq7hax76gjqfuvmanahrkpz4qdwwivuf,1.0,9.0,5.0
azsynsnd2jutxeovermfeinnarml3hlb,1.0,76.0,18.0
b2agg6xutqnigeu2ju5bju72yvesucde,1.0,6.0,13.0
b3ujjpr4awohgeq2hlecljcg3khqbhep,1.0,60.0,5.0
b5y4w73lsg5pyvg74zv4pzlr3zv3dwds,1.0,84.0,14.0
bdbvti7whlwc3sgwray63xqhurzbmhlz,0.0,89.0,6.0
bf6ztnm65qnslmwhceg6h2yqwthltxng,0.0,47.0,14.0
bgutdku4lh4v3dlkf53qvhfxtc4zhfwn,1.0,55.0,16.0
bhg5rzmvbxtgp2nw5jo5rl246g3a26pt,1.0,70.0,11.0
bhrrgnwkstdscaluda7tquxauczvoala,1.0,85.0,19.0
bjppohpbelthm64j7xns7h4w74ctijsy,1.0,82.0,3.0
bl27x23j7ptsoyfmeipgmaqlltsahwq5,1.0,66.0,17.0
bmxofwusvnxyy6pfxpcscuiuh7kyt2jw,1.0,53.0,12.0
bnlpjnkiexp47mwhehfxdotprd23fl4r,1.0,16.0,7.0
bp5miy4ckz36owxgxzze67rbh5jj7zwp,0.0,53.0,14.0
bqkeftfr6bd7aohlr5yqhv345347x62q,1.0,34.0,8.0
broe5tsnxj3vxafhzlpjreiqmym67af2,1.0,43.0,2.0
bwot2q5ugrnuwp3plhkzbby6v2r2rsb4,1.0,69.0,13.0
byglm24iwe64brygq5aoted6eejwekkv,1.0,32.0,15.0
csgpqml44rb6v4tm3dbofnkzgbaqsm7x,1.0,68.0,15.0
csnywz4rv7jz4ve3iujnenwnudnkr5z2,1.0,75.0,20.0
ctzvfzywqqxoyrruurno7yi7zozhj3sk,1.0,93.0,14.0
d3ctwworproeugv5lhjeplihfnrifcg5,0.0,63.0,0.0
d5b7hfhdlwxwj45wr3q7v4kyfowshnzx,0.0,58.0,21.0
d73uevygvigaa2hqg6g22w7vi74metzc,1.0,8.0,21.0
dcrom4yra7prqarx54ecmqqzqprcu2qs,1.0,38.0,10.0
dhh24yxlrqwb5irbbtbwjmj4jnkyhtpe,1.0,26.0,0.0
djqzfnpy3msv6y4ilposmwn4zz3tts2q,1.0,30.0,14.0
dk3z5js26vlgws5eb6uulfo2i6o2hxo4,1.0,75.0,11.0
dlxxozqguc75tj7ahvfadxxnwt6unvfr,0.0,77.0,4.0
dpbipairltkdzc5qhlb6t6zj7elefvav,1.0,78.0,1.0
dun6dhjzim3ckkyzzwifsnb24thqzhib,0.0,25.0,18.0
dwoictrsd4e5du66g425gqxwnk3meyxk,0.0,23.0,9.0
dzwo3kxvymk3oprdasinwxv7gbbwmiul,1.0,97.0,16.0
ebe36vlljgsgixbvjb43elbfzbwya6sa,1.0,67.0,20.0
ec2r4qflbaqjcdh52c566ztcl7jzbbgx,1.0,4.0,8.0
eikyaetrnnljlzoy5ypkkvfdtdzzl4ej,0.0,92.0,14.0
ejoisv6kle67xcqajir5bebrqsscd3w2,0.0,80.0,14.0
ejxyvvnv2kfrbplu6ra3abh6lg36bn3x,4.0,82.0,6.0
em7qemlppdgvxm2oihew2isdli7ncr5f,0.0,25.0,3.0
eqykftwpjmothvfmpurchifocqx3sw3b,1.0,46.0,12.0
etzzchatkzom252cjo44n6f6oyr2m7k5,1.0,95.0,13.0
exfms7acsxm6j4wvhgw7dhbmjrhnofoy,1.0,65.0,2.0
exzmtmwwhkx4kajb2tiahm2ofrnkmpb4,1.0,82.0,18.0
f3gld3qrkee7itqt7arfijzbtj4zww2z,0.0,86.0,19.0
f42vovtnwitfbkgjyadqca3e3n2aib5e,1.0,2.0,17.0
f4jroi7iwwi3bzniptch3isvfeeoqrmy,1.0,43.0,14.0
f62yaezbjn3lxp3ro6ucdy43d3fgqf52,1.0,62.0,4.0
fdhtytlz6rkgv23wjwlz4nffqs4y4ajo,0.0,50.0,9.0
fdlreueuvuzrs5xjh5g63zfw3h6mkajm,0.0,46.0,14.0
femqvsxc4oraoxxy22zvg5pm62mnsyh5,1.0,15.0,5.0
fkwkeh2kgpwsmmm4bxtqipqwxkziv3ye,1.0,59.0,20.0
frl6iiweu6lwa5s4bux5lqxrbphxrcay,0.0,34.0,14.0
fycn3hmenpws4e6hr55zj4y7r7skydqe,1.0,72.0,3.0
fyw7fbn4p4gfi2zvjhahbpemzbhnfbwj,1.0,59.0,10.0
g7mcjrsofbldcvzmhphy6q25rkeyn2oo,0.0,88.0,4.0
gbgsasscug6dia2cfko4nyhgwszcxdx6,0.0,48.0,13.0
ggocqnlkwallil5vw3vb4ztnn55bdos6,0.0,3.0,16.0
gk2kseniojjpx5mmp4csfsihym343bah,1.0,42.0,17.0
gri5z5ohggx5255vlasoktybndqo4ca3,1.0,97.0,20.0
gvc6nmolzgpcj3yayj5cuxe3os3gznvz,0.0,28.0,20.0
gwhv5r2q62pya242oawl2vwbidwqs5ta,0.0,28.0,18.0
gxe5jo337lnyxg5y7xnbi27u5vuztveg,1.0,97.0,10.0
gyvr7vn5urhqioxdj7j2d37lbip3qyno,0.0,31.0,4.0
h6ev3ae7zsjpx4gpw6nglonp6e3mcl4v,0.0,87.0,10.0
h6knk3ndg7qhimo5iard5xnxa4djvw6e,1.0,28.0,10.0
h722wmy6qivnevfciuqbpm7opqhcjqjv,0.0,11.0,8.0
hgh4txvqfe67h6y5chnpxa5qi4d3fo3q,1.0,77.0,6.0
hnkggoglpihpeidw6hgmgtufeip2cnzl,0.0,74.0,11.0
hpdz46fzyk5w67bxobeshsmx562atbjc,1.0,90.0,3.0
hqs3hjvorltzi5cn752i4frvbwr3tqli,0.0,88.0,6.0
hqs4i6uagoyi2bodxbx3daiz3y6a23ay,1.0,18.0,4.0
hrp4ll25mwene3wh7hk2jprhgcnv5vsc,0.0,43.0,4.0
hybhttde5b2dzin6xb5vi22rpocc5l3m,0.0,2.0,19.0
hygzjmi2lznqnd2cvzlvkcmy4ytcp6fg,1.0,96.0,2.0
i7npf6qefnguhxkncqls7f4ba2sw3iob,0.0,89.0,5.0
ibkoyadrepzh6zuccsqjvpmvzm4s5sfd,0.0,42.0,9.0
icldgx27kc2q72e6xu6ydebrimpvp5tb,1.0,60.0,13.0
idhp6nwmqzbomlyf2y5pkr42h6l5mjp3,1.0,57.0,17.0
ieytqrhai72po7ua7enstvz27vyuiv5h,1.0,15.0,17.0
iizwr22maxv5uo7g3h6r3x3av652i4v4,1.0,49.0,17.0
ijsyjergur5bdt5ywllcgii4dnz2k3to,1.0,28.0,8.0
io5unz5jxifxoluj4xhjjbzfovf2vr2w,1.0,12.0,14.0
iuqnypcmxhtal7oybcyg2jxi6aow54g7,1.0,56.0,5.0
iuvudrp5v5a5su7hkae25vhe6zmsw4de,0.0,58.0,6.0
iwytlc75ts4gixyd77z4w2zbcx2ungxv,1.0,23.0,20.0
izg332ccd4jw6452rwascwrbc7m6kyxw,0.0,29.0,21.0
j3bkzyfzjf2v3hcarxe37bgjwyxnroml,0.0,52.0,5.0
j3xl4paswir6tgzjxumxnvqaazuxexk6,0.0,46.0,16.0
jfbqnfjywj34sthx6bkj4wq7ezdpiup2,0.0,28.0,14.0
jg7sadtlinjw344g437fxbhpxyyjj2ok,1.0,73.0,5.0
jiuyey5tt74mwaz4ibgjbazvhf7t2xvf,1.0,93.0,21.0
jvgxke6bndiganxcowmp4d3keitvrq4c,1.0,75.0,17.0
jw2jxgk3padd22nh3wbffydqovhrgige,0.0,96.0,1.0
jyfhke6jahvsh6lntvad2uyzcvoueqmz,0.0,46.0,4.0
jymxqc5axd3m6vvaol57j3mtjr3vlaem,0.0,45.0,3.0
k3htkw4gqjfhdstu6drvmogfqw7kd7ee,1.0,53.0,9.0
k3rx6akxazlfp6sv6qjdjzn2uu4ni4f3,1.0,35.0,6.0
k55rxd26k65jnyj6wqx2uppsgfm2xyoz,0.0,6.0,14.0
k55svj2j7o2lj55lj6izxnezp6qhzkx5,1.0,62.0,6.0
k7umun74fsxpq26l5fwvqgfqzw2e2hy7,1.0,65.0,18.0
kdy5dn4f3gp5aayl5scgrsdih6v74uzw,1.0,60.0,9.0
kixdk3yw2i2rzebyodle6xkdtiltiqpg,0.0,73.0,19.0
kkydhb6lukxiyucwjt6i7l4hsrabz6cx,1.0,57.0,18.0
koksu5jpgablbauikwnh22vzsi5tyan2,1.0,34.0,21.0
kpbrh7twqnw5ofx7a2jiysshmswc5lni,2.0,62.0,0.0
