,plasma-version,cmake-version,openblas-version
xf2l6cuu3csfctps4xtjc53pngohbomp,8.0,50.0,10.0
xhsrqodusjdpudxhhxtym4qjgjahou7h,8.0,74.0,14.0
xorz7uney7zmunhxq42q52tgzjwsp662,0.0,27.0,6.0
xpkahatptutomjq36urkmoxaqmoe53oy,6.0,93.0,14.0
xrq6udzcmhm226piwd6xhq64ojdamggc,3.0,37.0,5.0
xsebfqynklz2vj3vzfegk4x53mclgnxm,6.0,2.0,18.0
xuz2rxllzlh3dh3i4brj54ejqksjwuun,3.0,52.0,2.0
xzh3ygrllx3dnb6mkmkdebjvpzhcfk4f,6.0,4.0,1.0
y2xp7n5dwooyoheefyi4bahqguphos6t,0.0,41.0,2.0
yk3ewavjaycacudlgg3u6tdv5rloy5el,8.0,60.0,7.0
ymskme47psbrt6iyszxcq5pbhn7o62lf,7.0,4.0,13.0
yntafdpnax2eo2e75mzyzyc4afc433y5,6.0,5.0,5.0
ytregb5ugdhu35ixkdh3bf5t42kcnqpd,7.0,7.0,16.0
z2wivehc4ff5lzbudvneh7w3hzddpqle,8.0,48.0,0.0
z34wlbrczg6dl3p4nr3xyulwkh32zloy,8.0,57.0,19.0
z5q67rffrl6olg6kznv42gacog3lc6l4,8.0,97.0,17.0
zbsd6kllizp2ilekmlnss3fnmmr6av5c,8.0,70.0,4.0
zikpe2ndpkry4jz6ys7755v43squkn5i,8.0,50.0,4.0
zkt4zthvad2ozjba47tc3wyvxwcsolk3,8.0,54.0,9.0
zn7nbtdtfyiffhzugccn25z7njv3hkvn,7.0,74.0,5.0
znxc4zzxde23x45uupowsrdcymv2ig7v,3.0,49.0,0.0
zqpxcdmoqjx45c5hilbcngog7c3kiwu6,8.0,25.0,8.0
ztruesbq66z4ramm7b2emxvwhuex7eun,7.0,58.0,9.0
zvtdajyaffi47ozzekvqzktv7ngr2rjv,7.0,58.0,19.0
zxbfoas4v26zvflu2fwrxgcb7c54qjvq,8.0,79.0,10.0
22u54zpunonet45vnl6flpjv5uvjg3j5,2.0,61.0,5.0
267ewqpimypql45qvdo5zcvqidk36imd,9.0,16.0,14.0
2bqtiv623ibp67nvbggu5363qxpveslb,2.0,95.0,14.0
2fzarnsju6jaqmgpkqbds4ijd4hmfa3x,5.0,81.0,7.0
2ov3icctq25wlxbia3mauihd5pgump5b,5.0,51.0,15.0
2s2g5nytlajf36ofjenva4x2ic3ohqej,4.0,16.0,16.0
2wi7ifx5pmffhj63oupqpwhf5mpkpahu,8.0,81.0,11.0
32ycakbna7g7bshoapjsge5zrm3np3og,9.0,39.0,17.0
36rivereegefbgbt56zcmacrviafpgiw,4.0,21.0,1.0
36tkkpdgsfalj7w3r4haukggwvoqyahj,9.0,8.0,14.0
37sytfflfwt73elppxfqvdjeka55mm7w,4.0,52.0,15.0
3ausido6ydrjrfrevze3iem56ebuyw7w,2.0,10.0,20.0
3azdink5pddazdqkp46djbxcw5mlx3lw,2.0,88.0,7.0
3dkq3db3hqwwd62a2gh34bufir4qunxq,2.0,63.0,18.0
3faqalrrtcmwisnappdgn5jljydf6sbd,0.0,5.0,2.0
3fom6vyvab6ufb2fbr2tdqn2ebr4kwi6,9.0,7.0,14.0
3hjzsznidsdgneya7ujxgjibrjnla3hr,1.0,79.0,14.0
3hxuhyrrm6xpr6v3dmrjdqns7rqwlnp2,1.0,70.0,20.0
3kre45rsomwl3hxqgfjwgn4ynd5hsvhc,4.0,31.0,6.0
3lgww4o7izn4y7oarli772ziclo4ygts,1.0,65.0,5.0
3psyycem36wrcshrpym36b3lqtrcb4cz,1.0,28.0,2.0
3qthe4rpj3ss53x7g7vpjl5if7iyvnb7,3.0,44.0,5.0
3rzkoqodr44drsnkzjp2ma7nmpsi6rpm,5.0,41.0,14.0
3sanpow4db227z6f62pqcohmrte3zlvf,5.0,92.0,15.0
3uyiojca63ecvy4n6wdip36axjso66ff,9.0,33.0,14.0
3zelg4ayjey4vl3jswh7ffi2t2z3brtq,9.0,38.0,4.0
43y56agxgdpxjgb2bdikqvwtflf7dwcx,2.0,89.0,6.0
445mwzbiaickm3mg5qsi33lrtbobh6jb,2.0,35.0,1.0
44amcyzdoslat4mjfx4es5p3hc2psa7o,8.0,89.0,18.0
44d4qtpk5iufkdjjco4ll4qnjw7rahao,1.0,17.0,21.0
44dpr2s3ktkfitwluevtvnktbs2di2oq,8.0,0.0,16.0
45qaakb55ksaa5z5afv3sshxr3ktfv6j,1.0,50.0,11.0
45vyyxmbwhtjjt3ytoidqi6a4hegrrab,2.0,21.0,1.0
45xwdnkyyhaqhgm7q3rz4a5qt5cn4fqj,5.0,38.0,14.0
46rlim2hkvsc7abi7uccyzt57khwz2wc,7.0,0.0,12.0
47w23jpc4wyvgnfr5xlmsh46bm77ram3,2.0,42.0,14.0
4ad56uqbyxq24u54xvhmyfip42xkheil,3.0,84.0,6.0
4asvms5efsnckpm2f6vla4sbypg2ch7x,8.0,83.0,18.0
4bopqmhegr5e7dikvhbknab2nayt6ltk,9.0,52.0,19.0
4doiuyrksx3z445yz6tpo6gkjgxxix74,5.0,83.0,18.0
4h6ugttvqvxrzzvh3rzt2ifx66enko5n,5.0,51.0,21.0
4hob7fdx4pims3xm5v2t64zqubexugou,3.0,33.0,20.0
4kih3o2l54odvs3t4kyj2i7kdqnoxxuj,5.0,35.0,15.0
4kk3tmnexttoxbmebcujavetpww7vn2a,9.0,59.0,2.0
4svtopu75a4ol5dzcpoevvt4ww2wumea,1.0,49.0,9.0
4urrmfqig2lfuzcpwoqy5r3kz4bo3hle,2.0,73.0,21.0
4wqlfjk7ih66txdbnpptbtipjmyk7s5l,1.0,10.0,1.0
4x3bn6mvp6ciwto2jd4a3ikedyzglhjd,5.0,20.0,9.0
4zh3l34x2j4yncp4janpqkx63nofc2zp,2.0,22.0,2.0
523jzj6w7abcjuxp7jt3v77yky74p2qo,9.0,94.0,9.0
53aqlloewbr5cvfjchpx75kd3ftu5a3o,8.0,0.0,10.0
53mv7dhhfeqijubklxvv65jiuvrmnzjm,2.0,54.0,7.0
55hly2mcrxgpafirco5ysmjlqgqk2j4v,9.0,91.0,14.0
5ioiyrpwsiyahd5bwkvevuks42btzkrk,9.0,16.0,13.0
5lkzzxrvkodohcunexvwhxiu4bzoh4sq,4.0,93.0,18.0
5nhm4unoy3ovcd7o3l4owdmlrtmu4djj,9.0,76.0,11.0
5pjheyhomsqsdctwjuc4nozlv4kv6que,9.0,23.0,3.0
5sf4ese7xzxrcencqyapltc6ynlnkikc,4.0,14.0,15.0
5spjareiacrtxjq3knymukytzhfhqotn,5.0,2.0,10.0
5sr7a64bl5zz7gjrdp7deudkwwpygk3g,4.0,82.0,5.0
5sz7gkcoq54xergrsb72wsdp43wi6imn,4.0,2.0,1.0
5vm7zubmxu3e76dwfk567ozsofywusxv,9.0,43.0,15.0
5xdnzvnua467lcxn4t54wqpyth235pvt,5.0,0.0,12.0
5ystajp5snuvyrogoy7xsai2czitnmg4,1.0,21.0,18.0
62fnin5yccmm2nquhh4fgi6canozqjfo,5.0,46.0,1.0
63vbqen4on45vqx67odpxfwmtrefebmp,9.0,72.0,20.0
65cgny2pvhzp2jx7v45t7q7ctewvrmie,9.0,24.0,3.0
677kbjmpafdyyqmdurs5mtybmov3kfk2,4.0,23.0,20.0
6ad7cz6576ffbh43b7jtbcwo7nlfj5y4,4.0,70.0,3.0
6icmg7gmvtpdf57tpxysq24vh2sheceg,9.0,10.0,20.0
6nwior42ls6hzl2r2sqbp55ssyuix2qc,1.0,67.0,5.0
6pgn7l67jxukre2zl5joliubysrwux3i,2.0,83.0,4.0
6qp6viksm6aeec576udeelqosxn3rdz6,5.0,81.0,14.0
6ufte7prwibdwjtfbbvrjwuvrjgcmot7,2.0,21.0,19.0
6wgh5zylukxdrpqf4nwyps25tpawpmfy,4.0,23.0,3.0
6zatotovli6dufwgoognab3kwgopjqfk,7.0,88.0,2.0
6zt4jdrfynek5rqv2wcefkpa2vy5g6rx,9.0,83.0,3.0
6zwc75peukz2esbg3q2xie6ylvrcpnwo,1.0,76.0,15.0
72y4thsbquwu62ojzgx7dg43qlkxxb7k,5.0,97.0,14.0
75t5gjfnr5oijf6uppqab4oxmbnnx2jm,4.0,35.0,18.0
7bsqmaolvirhwz77idhtuuh5oj4mp5w6,1.0,41.0,16.0
7ekcbcmwohjxommb755yggjcgyn46pnz,2.0,22.0,4.0
7gbcbflrlnb4xsk52bo45722d62g6ejo,5.0,31.0,3.0
7gkvliuyjxzdqv6blgtgj4uknw4exzkm,9.0,77.0,11.0
7i23kr3tj2ei5ws3zy3ygwxzy76yuj5b,9.0,51.0,12.0
7j5swpfvxlhz2wlzgo6wjaq4tsvte7pf,5.0,23.0,13.0
7jyjj2xre7n6gfx7pcdkxspkkzcg2y7t,1.0,6.0,6.0
7l4y3xhganevvq5mxkqfph5lgcrkehsi,5.0,11.0,16.0
7lcaxfcn52wo5q3izhiszt6wmy3ygkt2,2.0,13.0,1.0
7sqpxkkndqdovlbp2q2kdsdfooz6upe5,9.0,82.0,1.0
7wkq7lo2456wqsau52hirxkclsbzgy2d,6.0,83.0,9.0
7yjdnmuvh5du2hp6jlvjbpajtlxsxlc2,4.0,21.0,4.0
7zwy7icikry4nq2vctduxbsyizqvb44f,8.0,82.0,15.0
a5g5efqfooxb7jitqaaff4j256bl2hhf,8.0,88.0,20.0
a5tfpvxrz2soiwbchbhcdgvoqv6fnu56,5.0,42.0,20.0
aa44qwo53wqfwxwnmnn6xabfeftyiwts,4.0,68.0,7.0
afoco3wi7lihakl24c5e5x6uq2muzgii,9.0,40.0,13.0
ah7tgwaj6ykwy6efgm4gpo7zgttndy4b,9.0,37.0,4.0
akwb3bl6uemq7uqhfigjga6ml7me4t37,5.0,56.0,19.0
aneecnxwpk37rlk7zxjebrk5qjioecxq,2.0,36.0,9.0
atlba3ffbofe6iboevxyf6tcxy6cfw6h,2.0,26.0,10.0
avowy54xhe6njp4ijxcinvork44uebql,2.0,13.0,14.0
aw6s3q5mfhxo2rjlnptyg6nhgrvdghdm,9.0,64.0,13.0
axsf3uibjnfjzpmlbfhjs45nztqi7dzm,1.0,50.0,14.0
ayq6u5pggpkuk4kniuftzl4xksjndalv,7.0,80.0,10.0
ayzdqzor2opw5ud7b54gk4uic3ou7gsf,1.0,25.0,5.0
azb5sgxil4jjkqltg4tboeptgonpdtww,2.0,35.0,20.0
b5daezxtjm2dd5po4fsoxjqksnn7cmcv,9.0,35.0,2.0
b5xetfioov7jqf3rxq4b7whs3vvr6lwg,4.0,23.0,6.0
b6d3qaqr5y3mpni4fdbc2zfyog24eyqo,9.0,49.0,4.0
b6yxwz5c6gqoqnyr4tbh4abw2vm7kais,2.0,8.0,2.0
bcxhulwn6zzag7innrughglg5ajewb67,5.0,74.0,10.0
bhgroaxmbbqlg4uczczeccygpcpihe6l,2.0,8.0,1.0
bie33cnjjfcuwtaf2dnioyvoi5kps74p,2.0,68.0,16.0
biszt44l3jpdnrzlbwjm6ec34q77i7z7,3.0,23.0,2.0
bjkp3qcpte276ktyyu4b6d5yv6s2t55e,6.0,83.0,20.0
bkcp5tyy6ehho7ip7b35bsfb7ugmwqnn,8.0,82.0,18.0
brpniaqvaa3i7dpfgqr2fzdkjmv3ib3k,5.0,42.0,14.0
btjibnxprt4ecva47klqpx5rrtkfviub,9.0,95.0,13.0
but4a4onpet53ul5owhmn42z6zeuitv5,5.0,1.0,15.0
bwycdvsqss4eimwdegu2cbdpvznahjiz,9.0,77.0,14.0
bxkmoiexapbbm7z4egztw74nyrk4yhji,6.0,88.0,14.0
c4pkeif25c7yqjzrds5u5nmntniw5fpj,1.0,37.0,17.0
cc2eztwrcfp32f4do5fks63ncxtxacp2,8.0,90.0,0.0
ccm5jo2fhchryvdf2zn24i3vhwgesmye,2.0,2.0,14.0
ce4p5jmsirmcicknmrwyxc4nbvvxgkj2,5.0,47.0,4.0
cijevokzo2ngxsio6qkl22zxh4mg7q52,8.0,91.0,2.0
cldwokerr45fda2t3pszkkzr644geeap,5.0,76.0,4.0
cmmrrtay3o6temzl4vw3w33gjzk45lzk,4.0,39.0,13.0
cqyfz4wpcl54vvg5l4wf7tivjrv27l5e,8.0,87.0,20.0
cvlqq7aacs4tjqstoxst7ih33hcmc2x5,5.0,61.0,6.0
cweaiixqtomhtl5d6urztncjx7puncwf,8.0,88.0,5.0
cwz734qx5wl7ccc53fzw7bxla3lfw2d7,4.0,0.0,0.0
cxdopdmqcxgm35tserwrsbic7ybl6xhs,2.0,91.0,20.0
czboixf47rpigwvzfovc76vqlujixpnz,1.0,59.0,21.0
d3fn74b52wicvi5w23yi42qkyf2fyp6z,2.0,15.0,13.0
d4a4nnvgnnqzirakbymaccv5apbhet6t,5.0,88.0,11.0
d4m72kse3b5vcvo7gubj2wd4chels3aq,4.0,78.0,10.0
d4xor3icgu7bpblc6hqini63hazkb7lh,2.0,9.0,0.0
d53jrmjvl2i47qccy25djg37ahegdcfm,9.0,24.0,8.0
d6c2jka5z6g5cw5v2q46bagvxcdxdw7d,9.0,9.0,19.0
d7mtnteo6ajwsk3wtl42kohre6mgrct4,3.0,84.0,20.0
dapz4zvcz2vdpgqurednm2w2ynwcgnj4,5.0,17.0,2.0
ddwk7sujy7sckvgvzhmvrc2ftwaziwyu,2.0,76.0,11.0
dfpm2yzyo3vbnsclhlw6bvuqpqr7zdb5,9.0,18.0,2.0
didrgois3jpeh7jmyzniatmrne4m5fzp,1.0,64.0,6.0
dk62mhxqypt3xygpwcu24rsauohhsqth,2.0,16.0,20.0
dns2drhzkdatk6kamdyojgrvvnsxtkie,4.0,84.0,2.0
dnw5whk56k4pwm73f3qj5ypwucdcwe4l,4.0,75.0,6.0
doskzqwnifrswem6gto2tcrzeyfauc7q,9.0,16.0,17.0
dvwmlmrnvmup5elzedckiyfh5uxhkxdz,9.0,18.0,19.0
dxfjngt6qubfcrivffpbipv6uw4sb5zh,2.0,74.0,20.0
dxvonkja3gdiilummcwlr5lavju35g4s,8.0,89.0,20.0
dypo65jt62qtiqeq6xohnq72mm5lghvu,5.0,90.0,3.0
dzfbuweno5mojx5yzidzztjph5hr44aa,2.0,24.0,20.0
e2342m3qjfavp5nojhb7qs4yz3tble6d,1.0,33.0,9.0
e2xmuyie5o2xgsf3h2dexjfznyh5igvh,4.0,82.0,9.0
e4gffrndw4elop5h2na2wf7xwopsk4zt,4.0,87.0,19.0
e6xxkilr6537ftlcibiyhd7l3tiaxhex,2.0,53.0,13.0
e76zhrscfdjhfecdyijxw7kqpzerzrrh,1.0,70.0,10.0
eazi7a4jadbjqrmxma45ydmai6vlh6e3,4.0,58.0,18.0
ekhdbjlrvxh7fkcylsgtqbraylxwv5hc,1.0,82.0,2.0
evcvwqwe56jbeek6hfgrihv733pcyvgz,4.0,17.0,15.0
ewfcrxuf4ncit45e46cfe34c2kjzczub,2.0,65.0,17.0
f4ibyviokuf3d7dc3bavlqb67vacueew,4.0,22.0,10.0
f53a6rd2kjkooswypzsbsnpmqb4ohprt,4.0,87.0,12.0
f6z5cli3nudleb4cqv4guyskl344wdbd,4.0,57.0,14.0
fbmlnu5dww7p6dq7lcrbu7r7xb4s32oy,9.0,31.0,18.0
fff73uttw5bv7oemj3eorcveoyw6tzu6,9.0,88.0,8.0
fg5435vf3tk3kualdm56n23oaa2xvyh5,9.0,44.0,17.0
fm3ukhlqo5fkwv373ficpe3wfnzda52o,9.0,1.0,14.0
fotrpjodszt3q5vtld32gmvsxvnkmtfh,1.0,41.0,15.0
fq6l6muzubuta2q2l2s44lzf7p455i7m,1.0,6.0,14.0
fspmgxfxqmrgh36yejjkwribbr2yuqoy,1.0,50.0,0.0
fu2ntdhgiu7os3dlas24enednnulyon3,1.0,79.0,6.0
fv6gz73euye2yijrnsv52uvyhhryjwgc,3.0,65.0,20.0
fws4qm77r6ekv6ov7l46eo7toosjcgq6,3.0,90.0,21.0
g2cahr34vhzy2tu34fkmfwsk2lk4audd,5.0,21.0,3.0
g3zauvai5b4loxml75cf5z563jjv2phl,9.0,24.0,14.0
g5prs6bbwnbktmpjhodmed6eyz375yx4,4.0,44.0,21.0
g6wznokbspxme4x2fofjo67u3srv6ihv,7.0,86.0,1.0
gewyw2cqphg7o4jf5g4bklgglppeyvul,4.0,92.0,7.0
gfrlnqo4hmtq7vxps3e5d3roowwmag4m,5.0,16.0,11.0
gmhnefnd24unmmjbunilg3x2yk73x7rg,1.0,53.0,12.0
gno6lh5j2kqqenf2vqdagt5hwtzudxfr,5.0,44.0,20.0
gu7m6br7o43ps4darqytzpgu3hiamaqq,2.0,45.0,9.0
gufhrimms3fclkqp6j2gyfjbx6qnxmb6,2.0,7.0,15.0
gvi4pooynqotawym6psfleybt45r2e36,1.0,71.0,19.0
gvmomacshynu5gys226d4uuhbp34kji7,2.0,42.0,19.0
gw5aksqx57d4gswzjypb5zmas7oh5dkg,3.0,87.0,3.0
gxe3v2i5aa3jtjhu7iusipndocsy75mn,5.0,68.0,11.0
h5kgcbm4ncbd2pfo4k643gyjodbq6qfn,4.0,81.0,18.0
hdaftribwm33keohs7wwhvzd3xe3gsqs,5.0,34.0,0.0
hjfw3evqlydevvvt77nh2xdsxt5vyuhu,5.0,73.0,21.0
hoqp6b3jbfyw6q72nd6gbbwjbbv67s34,3.0,83.0,19.0
hpbhxj2zdqhampuiselhvwvckimkivhg,5.0,4.0,6.0
hrwtw6vd46tihzndyoogv3e43x34hoyz,9.0,2.0,18.0
hxwoflym5dhavv7ibuoroezbehft5dyy,5.0,83.0,19.0
ia2fkkzgip7nrfelody3yynmwgpd54rs,4.0,38.0,5.0
ibxyw2py6lpfceexvztt4w6llea5764v,1.0,92.0,4.0
ihhipx52pslbag43hc5fde3u6nmxab5o,1.0,41.0,5.0
ihponkcnkqf4ihaaedvhlwjari7z7p5c,2.0,11.0,12.0
iixlzjvpqwoqewzata5uh4hmxjmenynu,9.0,89.0,12.0
ijrasiywqu2lzmx2gq6uivvmf7uyekbw,2.0,10.0,12.0
iosz6htq6cwso42dqw3oryeto2l5wvnf,1.0,75.0,7.0
iot2i7z4oyzxkgq4jbpmwpxz7r7ffon4,1.0,12.0,15.0
itu2a5qdiv6bdjok24a2eoammaqiirtn,6.0,81.0,14.0
iunvzd33bqnqeyxwwj2emed6vldag4bi,9.0,31.0,17.0
iuz2figq7euhxh3nx5deaujmwl5tmxwl,2.0,7.0,12.0
ixcnhv32saarj2bpmvjryazd4jvmp54j,4.0,35.0,7.0
j27aqculq4hhwfv35zeifnh5xtbzv3fr,7.0,82.0,13.0
j3ijcxeb44dhtvjr3cpnlwfr4djox63p,2.0,76.0,20.0
j6i6lidyqzizg4fdiqyxkmoox5f4al6g,4.0,91.0,20.0
jab2lkp7ahiqaga5gl6bnewby2ohjalp,1.0,29.0,1.0
jajrjsepc3jecrh5wuygquftpzjpamz2,2.0,57.0,12.0
jcynbsnpfy6kajhnorfssslu3hbzdo4y,4.0,11.0,2.0
jdypdps2d3m6gf23pdub7rnjy7xo3ddd,2.0,83.0,2.0
jgd7b4g2ktshk5yonjd6z3ypqjeuexiv,2.0,0.0,18.0
jgmtlqvx53grluxuvb37rzv4sm7xtzqz,8.0,49.0,14.0
jl277a4t3l3jubqxpv5rzbkfvefbgohp,5.0,23.0,1.0
jls5rewtr5vl2oahrid2oo7pz4mebi7c,9.0,89.0,13.0
jlshjv7eeouwrfrquiorgpegxfyvh6ii,2.0,74.0,14.0
jm3ghh4s7ttpxiqmbpaj56v7xsj5aqdq,4.0,38.0,8.0
jm6ihobdu4xcyhspkmhxig5qjgwfyesx,8.0,81.0,9.0
jsyaqfvp54hvssuma7gf37cgkjj6zwwx,1.0,70.0,21.0
jui54ktwkyh2fk3yzixfu6gyb6hyt4ce,1.0,29.0,21.0
jv4ilszfwrvplamxj3ecsho6zgcjpmp7,9.0,3.0,21.0
jw5uv3jegsm5wczd27sbcdf5u4wfy4q7,1.0,34.0,11.0
jwxxhnij24jgec37w3fdwmfh2cvewebk,9.0,3.0,16.0
k2l43psaasm4nxbo5k73oufms2fomxa3,5.0,62.0,8.0
k3pdhpijva7rjrkswbegexvv5bvx2oft,2.0,53.0,1.0
kee3flvswyasb235vbojfigkrsdxmjfu,2.0,68.0,21.0
kemf6ybbjpi34rdcajweo53rhqt5zmr2,4.0,13.0,19.0
kkixyiz6x44w5h7imf2ztqof53jzeqn5,8.0,92.0,2.0
kmorguinqyobwnlz5tslxmc4qhscd4nw,9.0,28.0,16.0
kmseenoqqxwzv7dnojlmxdhgfktlbj4f,5.0,71.0,8.0
knmgfjxfzqmmmj7siqptmpzoynkme6gc,2.0,90.0,17.0
ko62s7adkvjqsoxkklxqkktwj7s33ktn,2.0,19.0,18.0
kobizps4tmorcv5k6ewxj47lxbiny76l,2.0,19.0,20.0
kpywzokq4kmro2yqd6ytbgbpzyzrjm3b,1.0,46.0,10.0
kqi7m2yhxt5qadhrihfuq3zvfvtsnbsk,9.0,80.0,11.0
ks5eudi4tc57aityn5bzwswmzujpe6yz,2.0,96.0,11.0
kul72yys4lwsdwade25muyrlotdmzxtn,5.0,18.0,10.0
kw2ty66ahtymxspmbufhyfk77pnqrjmh,9.0,16.0,16.0
kw3sj4fcpem24egbmtrvxmqn5lxhoqm2,9.0,9.0,14.0
kwdnkjunzo7bzmcae27m5iizwjm2vduc,2.0,31.0,15.0
l52qsjcs7bafesfmzmv2liixdpi7dazd,2.0,13.0,8.0
l5nwzlxbm2nvpkyt77t2t2enhsg2qk7q,2.0,37.0,13.0
ldffvnzbc76t2gausmihuq2h3r3gfoiq,5.0,81.0,17.0
lhamxcvhdtfphzrx3narnhh44zp7c2vt,9.0,97.0,1.0
li6tgsefxjxcexxtiq7x6ce3xwc27aan,1.0,92.0,3.0
liujxzmdhfvdvbaxzsdgqucdjk2cwqnt,2.0,5.0,9.0
lj3r3gtbyc2vada2gd6g2ssbrgetl4pi,8.0,88.0,19.0
ljxg3v6h46ljd7bokrgkzthuxamwgrbq,1.0,23.0,8.0
lkelg2vvhkeehljjp7ayfcsf3h67rrgr,5.0,91.0,14.0
loc3prakx3b4ydpyczqefmu54zgzkwlu,4.0,61.0,14.0
ltdgpjlcuy4r24efvxrzb6ufuys6n5qr,9.0,41.0,3.0
lwk25syermby7srvrwre4aocrmh57p2q,5.0,37.0,4.0
lwymiwpormsrqnzbtvrv32ojz2bjnbp5,4.0,55.0,9.0
lx6z5da7qwdfcved3z7cl7qimifxu2yf,4.0,87.0,14.0
lxudyaozzpzco5icvcf74rnt25fb7yhm,8.0,86.0,6.0
m3niwh7utujqmu7uh3oxiqgc5odpcpck,4.0,60.0,3.0
m46viw4u6chyydlyqf45ismtixo6z6ex,1.0,79.0,9.0
m5ex73etf7lsyorl6leyh5rwqjx3iujr,2.0,68.0,6.0
m76ehoqt5wk67wicxaa34g5vvrrev7kp,5.0,40.0,0.0
m7eo3l3oincij3baebj3zipuhnteviyf,9.0,63.0,8.0
mi34gkoy3vfariodldvcng6vlfbwcdhq,5.0,68.0,18.0
mluonughzz7irp2wodqnghk625n2pxjb,1.0,84.0,2.0
mprbpsqswsmeeuhacpb32t3hbybzsfqk,2.0,57.0,15.0
mqlcv27rmjwcdzxbr2b2jqlrriyfq3nj,4.0,91.0,0.0
mzon6awftlhn5xvn4hjvequ7goxybmyx,9.0,23.0,14.0
n2iagh3abeqraswrx26v4eyct7oaehoj,5.0,20.0,14.0
n2rszzkbdux6qxrzbn4ztih2iuzqv4zy,4.0,29.0,11.0
n6h6g5sfkwqgrz6rjpgre2zk7zxchtdy,2.0,47.0,3.0
nbojdyfhrxugzdivnauhxj52geci5l24,4.0,26.0,4.0
njeana34gnroy4y65urqlljgwi2d6m3d,9.0,41.0,13.0
npclheis53mbb3ouu37jtedwymwnu54r,5.0,89.0,11.0
nqcgziwbwwb5u7gbxcdmhmnqhe5kmmnn,4.0,77.0,4.0
nqdietuovqolsgdhprgrtoaq2qwn4fke,5.0,71.0,14.0
nqj3kbez4yotdtgufgk5esr6vqfetyeh,2.0,55.0,5.0
o4ngi5q62k4vkk4j7ivqs3opdxndyj46,1.0,74.0,10.0
o5ghbb3yfzlwflvxjdgl4mfkztwbdamb,2.0,15.0,8.0
o7hkwljtvi3dzcryky6cedf7jwcy4se7,4.0,54.0,19.0
ofizk7ce722vurokxiluyvddbhjusibw,4.0,2.0,8.0
oklzrj3i42rcf4iwqh3pnh6wfabnl4n2,7.0,82.0,1.0
olwuxfdu5fnz2jv7crsfhp2r3bvh7n4m,2.0,73.0,14.0
onsupabznrtcavrb3wlssvjmfehuibxb,2.0,86.0,12.0
or5aybdf2sr4pkrgfpmvbklb3hm4qdga,9.0,4.0,9.0
or7c3v7juxbtvceuzxnoyt3h4kkw7iq4,1.0,15.0,5.0
os7ijieuxcszcmxxxcgem3mm756tnagr,4.0,12.0,11.0
osqa4pofnhy5yxhhpx6m3uneozt5dsvc,1.0,57.0,4.0
owvmikuaehytoxmcky3oehehoqiv3umu,5.0,32.0,14.0
oxfe6p2dz4fhiedq6t3ixpoijrfhgr7m,1.0,33.0,4.0
oyg7uhdudg6q3pt5dhui7awholm3mq3u,2.0,12.0,8.0
oyqtqgnbsdqqhhhmgwqnzp4vwolugrf3,1.0,87.0,13.0
oysurary3szjxiafov7idrv3ofa5ymsv,2.0,25.0,3.0
p2oqix6hwlayaehfo422ryge2b7lgoad,4.0,69.0,10.0
pd5vavqljejqrfzdbzhmwvoqaexronh5,9.0,40.0,15.0
pdmrmqy4sfwnhbxslmn723frwnruqtu6,2.0,75.0,17.0
pg5gabew4nnme3onl3gqkanaa6l6vc6b,1.0,27.0,9.0
pkiqdcwekjoixvakoshm32el6rexmxsk,8.0,61.0,10.0
pm4wepj3atq5pq4u5g6lxxoqu2o7c2tw,2.0,89.0,14.0
pnu5jrnxx23n6vtxo2grjsy64btkflgl,2.0,63.0,6.0
popakqhlzz6pq537pr4u2kdtczngfj4m,5.0,56.0,14.0
porddmg573fxn3n2p55lmu7ozeok373l,9.0,60.0,2.0
ptcqlkhzghogzrcjnfuctc3hu2wgijz3,1.0,19.0,21.0
puiuoao5cbmngymjvflqqjdgstocczdo,1.0,79.0,4.0
pxis6iq2axnl4l3ith3keraalca7ogvd,6.0,86.0,21.0
pxkdpkoyoy7vm35dotmwkyicltqmgmuy,2.0,49.0,19.0
q2aovaqpila5ti4rpkun4p3d3hp4h4cz,9.0,16.0,3.0
q56ud3bm6f7gtzdsfukjini26g5kgrxq,8.0,90.0,7.0
qe44okvilnirpoxafi65pl34ptn2ga2x,4.0,61.0,7.0
qixukpup5cyw555f3hoitieg6mia35cm,2.0,40.0,15.0
qjcmqhitpe3x2ilevpkubdx3c72ov3cm,4.0,87.0,6.0
qjrk43bgppeqw5kuaqdabo4ndjjezmn4,9.0,41.0,5.0
qki2q576eogcrl4sxtkn4ap4vtuyzemj,2.0,6.0,20.0
ql5vdb5m5nokmn2mgz7s2u3xnxxblbxj,1.0,55.0,14.0
qlnhs2opomhjwve25eoczhvmalwswrwe,2.0,12.0,10.0
quhbtswch4dzepgdftgg5tsddnrppypy,2.0,64.0,20.0
qzmiw6avcvav5gjlwmmdubnwas75wd6p,7.0,87.0,14.0
r3niqtbxodruvtz4apgulno3k2uvyv5y,6.0,82.0,14.0
r4gb6hoc6zay3lwfo24xf7enk35t6tyj,9.0,66.0,8.0
r4tcmcwg2fcywwcz4yj2xamfhcyx6u3g,9.0,50.0,0.0
r5uwh5gyttkxu2jywevfir4humqfe2pf,1.0,15.0,0.0
r6yd755tikmelgqzyaxodohdzexwsgy4,5.0,80.0,7.0
racxfncrabh6qfepqfi7qlgkpy2j4pwk,4.0,14.0,8.0
raz272gayt7k5in5qwgwiaz7les5i3qa,9.0,3.0,18.0
